ctuid,ai_own_s0,ai_own_s1,ai_own_s2,ai_own_change_s1,ai_own_change_s2
2021S05075350137.00,0.02182850986645458,0.02182850986645458,0.02182850986645458,0.0,0.0
2021S05075350138.00,0.02394922726696331,0.025851737110842047,0.02394922726696331,0.0019025098438787379,0.0
2021S05075350139.01,0.021831091594410403,0.021831091594410403,0.021831091594410403,0.0,0.0
2021S05075350139.02,0.0293316309207757,0.0293316309207757,0.0293316309207757,0.0,0.0
2021S05075350140.00,0.035306592775007764,0.035306592775007764,0.035306592775007764,0.0,0.0
2021S05075350141.01,0.0365991829670998,0.0365991829670998,0.0365991829670998,0.0,0.0
2021S05075350141.02,0.0386808825273978,0.0386808825273978,0.0386808825273978,0.0,0.0
2021S05075350142.00,0.029432989560321168,0.03127384594109305,0.029432989560321168,0.0018408563807718846,0.0
2021S05075350150.00,0.03572777384883551,0.03572777384883551,0.03572777384883551,0.0,0.0
2021S05075350151.00,0.024443025767313067,0.024443025767313067,0.024443025767313067,0.0,0.0
2021S05075350152.00,0.04012112815341791,0.04012112815341791,0.04012112815341791,0.0,0.0
2021S05075350153.00,0.03834200120362836,0.042099515261730565,0.03834200120362836,0.003757514058102207,0.0
2021S05075350154.00,0.03703488752623192,0.03703488752623192,0.03703488752623192,0.0,0.0
2021S05075350155.00,0.025371026397280717,0.028860951124215627,0.025371026397280717,0.00348992472693491,0.0
2021S05075350156.01,0.02405089166409415,0.02405089166409415,0.02405089166409415,0.0,0.0
2021S05075350156.02,0.03398495561230695,0.03411322849828824,0.03398495561230695,0.00012827288598128705,0.0
2021S05075350157.00,0.03531803843561191,0.04013405924400638,0.03531803843561191,0.004816020808394467,0.0
2021S05075350158.00,0.028254430748489528,0.029065447562904922,0.028254430748489528,0.000811016814415394,0.0
2021S05075350159.01,0.03415439627419167,0.03723226864607423,0.03415439627419167,0.003077872371882555,0.0
2021S05075350159.02,0.036211890025649,0.036211890025649,0.036211890025649,0.0,0.0
2021S05075350160.00,0.03469584199825939,0.03476567898667913,0.03469584199825939,6.983698841973862e-05,0.0
2021S05075350161.00,0.03352631923427312,0.037933651749896796,0.03352631923427312,0.004407332515623676,0.0
2021S05075350162.00,0.030337088718296365,0.033357137751714415,0.030337088718296365,0.00302004903341805,0.0
