ctuid,ct_code,GEO_NAME,population_2021,total_private_dwellings,total_households,median_household_income,median_aftertax_income,renter_share,owner_households,renter_households,home_price,annual_rent,median_monthly_shelter_owned,median_monthly_shelter_rented,median_dwelling_value
2021S05075350401.19,5350401.19,5350401.19,6305.0,2016.0,1940.0,83000.0,76500.0,0.16580310880829016,1610.0,320.0,950000.0,15120.0,1210.0,1260.0,950000.0
2021S05075350401.20,5350401.20,5350401.20,4107.0,1141.0,1105.0,99000.0,91000.0,0.12149532710280374,945.0,130.0,1050000.0,10200.0,1210.0,850.0,1050000.0
2021S05075350401.21,5350401.21,5350401.21,2707.0,793.0,745.0,98000.0,90000.0,0.13548387096774195,675.0,105.0,1000000.0,16560.0,990.0,1380.0,1000000.0
2021S05075350401.22,5350401.22,5350401.22,8355.0,2586.0,2520.0,94000.0,85000.0,0.15873015873015872,2120.0,400.0,1000000.0,23520.0,1820.0,1960.0,1000000.0
2021S05075350401.23,5350401.23,5350401.23,1896.0,568.0,545.0,115000.0,103000.0,0.08411214953271028,490.0,45.0,1500000.0,18000.0,1680.0,1500.0,1500000.0
2021S05075350402.01,5350402.01,5350402.01,2433.0,860.0,845.0,118000.0,103000.0,0.24404761904761904,635.0,205.0,950000.0,26400.0,1500.0,2200.0,950000.0
2021S05075350402.02,5350402.02,5350402.02,5837.0,2643.0,2440.0,71000.0,64000.0,0.4330543933054393,1355.0,1035.0,1000000.0,23280.0,2080.0,1940.0,1000000.0
2021S05075350402.03,5350402.03,5350402.03,3104.0,1236.0,1185.0,95000.0,84000.0,0.15966386554621848,1005.0,190.0,900000.0,21840.0,1490.0,1820.0,900000.0
2021S05075350402.04,5350402.04,5350402.04,4960.0,1839.0,1800.0,121000.0,103000.0,0.11357340720221606,1605.0,205.0,1200000.0,26880.0,1720.0,2240.0,1200000.0
2021S05075350402.05,5350402.05,5350402.05,1969.0,741.0,695.0,147000.0,125000.0,0.06015037593984962,625.0,40.0,2200000.0,42720.0,2560.0,3560.0,2200000.0
2021S05075350402.06,5350402.06,5350402.06,5910.0,2444.0,2355.0,81000.0,72500.0,0.4375,1355.0,1050.0,1000000.0,18480.0,1600.0,1540.0,1000000.0
2021S05075350402.07,5350402.07,5350402.07,2041.0,768.0,750.0,110000.0,94000.0,0.13513513513513514,640.0,100.0,1100000.0,25680.0,1760.0,2140.0,1100000.0
2021S05075350402.08,5350402.08,5350402.08,5827.0,2303.0,2245.0,105000.0,92000.0,0.12694877505567928,1955.0,285.0,1000000.0,28800.0,1370.0,2400.0,1000000.0
2021S05075350402.09,5350402.09,5350402.09,3644.0,1493.0,1450.0,92000.0,80000.0,0.3413793103448276,950.0,495.0,1200000.0,19200.0,1340.0,1600.0,1200000.0
2021S05075350402.10,5350402.10,5350402.10,3882.0,1558.0,1505.0,102000.0,88000.0,0.16286644951140064,1285.0,250.0,800000.0,23520.0,1800.0,1960.0,800000.0
2021S05075350402.12,5350402.12,5350402.12,6069.0,3203.0,3035.0,68500.0,60400.0,0.2988313856427379,2105.0,895.0,600000.0,23280.0,1390.0,1940.0,600000.0
2021S05075350402.13,5350402.13,5350402.13,4734.0,1587.0,1565.0,150000.0,127000.0,0.03514376996805112,1510.0,55.0,1500000.0,35520.0,1200.0,2960.0,1500000.0
2021S05075350403.01,5350403.01,5350403.01,6936.0,2193.0,2145.0,124000.0,106000.0,0.1655011655011655,1795.0,355.0,2000000.0,13560.0,1530.0,1130.0,2000000.0
2021S05075350403.04,5350403.04,5350403.04,4147.0,1274.0,1260.0,127000.0,109000.0,0.05928853754940711,1195.0,75.0,1300000.0,34080.0,1550.0,2840.0,1300000.0
2021S05075350403.05,5350403.05,5350403.05,4658.0,1613.0,1545.0,132000.0,111000.0,0.12211221122112212,1330.0,185.0,1500000.0,34080.0,2600.0,2840.0,1500000.0
2021S05075350403.07,5350403.07,5350403.07,12448.0,3730.0,3655.0,114000.0,99000.0,0.1409028727770178,3135.0,515.0,1280000.0,31200.0,2400.0,2600.0,1280000.0
2021S05075350403.09,5350403.09,5350403.09,4859.0,1446.0,1425.0,117000.0,103000.0,0.11929824561403508,1250.0,170.0,1200000.0,31200.0,1840.0,2600.0,1200000.0
2021S05075350403.10,5350403.10,5350403.10,5779.0,1830.0,1800.0,100000.0,89000.0,0.1671309192200557,1495.0,300.0,1000000.0,27360.0,1940.0,2280.0,1000000.0
2021S05075350403.11,5350403.11,5350403.11,10637.0,3017.0,2975.0,120000.0,104000.0,0.10588235294117647,2660.0,315.0,1170000.0,29280.0,2240.0,2440.0,1170000.0
2021S05075350403.12,5350403.12,5350403.12,9890.0,2775.0,2740.0,136000.0,117000.0,0.09124087591240876,2490.0,250.0,1100000.0,28560.0,2400.0,2380.0,1100000.0
2021S05075350403.13,5350403.13,5350403.13,6694.0,2464.0,2415.0,103000.0,90000.0,0.09730848861283643,2180.0,235.0,900000.0,28080.0,1700.0,2340.0,900000.0
2021S05075350403.14,5350403.14,5350403.14,11336.0,3675.0,3575.0,102000.0,91000.0,0.1958041958041958,2870.0,700.0,1100000.0,24000.0,2120.0,2000.0,1100000.0
2021S05075350403.15,5350403.15,5350403.15,12558.0,4055.0,3955.0,121000.0,104000.0,0.1504424778761062,3365.0,595.0,1300000.0,30000.0,2320.0,2500.0,1300000.0
2021S05075350403.16,5350403.16,5350403.16,4649.0,1552.0,1495.0,107000.0,94000.0,0.22697368421052633,1175.0,345.0,1000000.0,24000.0,2180.0,2000.0,1000000.0
2021S05075350410.02,5350410.02,5350410.02,4193.0,1421.0,1395.0,113000.0,99000.0,0.0528169014084507,1345.0,75.0,950000.0,13200.0,1490.0,1100.0,950000.0
2021S05075350410.03,5350410.03,5350410.03,6841.0,2488.0,2420.0,120000.0,104000.0,0.1115702479338843,2155.0,270.0,1200000.0,25200.0,1780.0,2100.0,1200000.0
2021S05075350410.04,5350410.04,5350410.04,3738.0,1232.0,1210.0,129000.0,112000.0,0.168,1045.0,210.0,1200000.0,16800.0,1470.0,1400.0,1200000.0
2021S05075350410.05,5350410.05,5350410.05,5941.0,1929.0,1875.0,170000.0,140000.0,0.042666666666666665,1795.0,80.0,1700000.0,37440.0,1900.0,3120.0,1700000.0
2021S05075350410.07,5350410.07,5350410.07,3439.0,1061.0,1045.0,137000.0,120000.0,0.06372549019607843,955.0,65.0,1200000.0,16920.0,1620.0,1410.0,1200000.0
2021S05075350410.09,5350410.09,5350410.09,5094.0,2141.0,2035.0,81000.0,72000.0,0.19607843137254902,1645.0,400.0,755000.0,23280.0,1350.0,1940.0,755000.0
2021S05075350410.10,5350410.10,5350410.10,3756.0,1633.0,1580.0,104000.0,91000.0,0.11428571428571428,1400.0,180.0,900000.0,28080.0,1580.0,2340.0,900000.0
2021S05075350410.11,5350410.11,5350410.11,3954.0,1189.0,1155.0,113000.0,103000.0,0.2825112107623318,800.0,315.0,1200000.0,13080.0,1980.0,1090.0,1200000.0
2021S05075350410.12,5350410.12,5350410.12,7282.0,4074.0,3890.0,61200.0,55200.0,0.3393316195372751,2570.0,1320.0,624000.0,23040.0,1340.0,1920.0,624000.0
2021S05075350410.13,5350410.13,5350410.13,6430.0,2036.0,2000.0,172000.0,143000.0,0.05,1900.0,100.0,1550000.0,28800.0,1560.0,2400.0,1550000.0
2021S05075350410.14,5350410.14,5350410.14,5654.0,1855.0,1810.0,130000.0,112000.0,0.07162534435261708,1680.0,130.0,1150000.0,26400.0,1500.0,2200.0,1150000.0
2021S05075350410.15,5350410.15,5350410.15,1786.0,603.0,595.0,109000.0,95000.0,0.29411764705882354,425.0,175.0,1000000.0,15720.0,970.0,1310.0,1000000.0
2021S05075350411.01,5350411.01,5350411.01,5327.0,1926.0,1855.0,98000.0,86000.0,0.16216216216216217,1555.0,300.0,900000.0,20880.0,1460.0,1740.0,900000.0
2021S05075350411.04,5350411.04,5350411.04,5229.0,1819.0,1785.0,122000.0,103000.0,0.11764705882352941,1570.0,210.0,1200000.0,15600.0,1080.0,1300.0,1200000.0
2021S05075350411.07,5350411.07,5350411.07,4204.0,1405.0,1365.0,141000.0,119000.0,0.10181818181818182,1240.0,140.0,1290000.0,27120.0,1250.0,2260.0,1290000.0
2021S05075350411.08,5350411.08,5350411.08,7466.0,4418.0,3605.0,75500.0,66500.0,0.5609756097560976,1530.0,1955.0,700000.0,24000.0,2120.0,2000.0,700000.0
2021S05075350411.09,5350411.09,5350411.09,6093.0,1882.0,1860.0,130000.0,111000.0,0.07795698924731183,1715.0,145.0,1000000.0,28080.0,2060.0,2340.0,1000000.0
2021S05075350411.12,5350411.12,5350411.12,5369.0,1583.0,1565.0,138000.0,120000.0,0.09904153354632587,1405.0,155.0,1000000.0,25920.0,1860.0,2160.0,1000000.0
2021S05075350411.15,5350411.15,5350411.15,4142.0,1415.0,1375.0,118000.0,100000.0,0.14642857142857144,1195.0,205.0,1000000.0,21600.0,1560.0,1800.0,1000000.0
2021S05075350411.16,5350411.16,5350411.16,7296.0,2285.0,2230.0,136000.0,115000.0,0.14988814317673377,1900.0,335.0,1200000.0,25200.0,2320.0,2100.0,1200000.0
2021S05075350411.17,5350411.17,5350411.17,10136.0,2929.0,2860.0,155000.0,129000.0,0.07530647985989491,2640.0,215.0,1800000.0,38400.0,3320.0,3200.0,1800000.0
2021S05075350411.18,5350411.18,5350411.18,11190.0,3131.0,3080.0,152000.0,127000.0,0.11831442463533225,2720.0,365.0,1300000.0,34080.0,2780.0,2840.0,1300000.0
2021S05075350411.19,5350411.19,5350411.19,9979.0,3047.0,2970.0,141000.0,118000.0,0.15824915824915825,2500.0,470.0,1500000.0,37200.0,2920.0,3100.0,1500000.0
2021S05075350411.21,5350411.21,5350411.21,2421.0,660.0,645.0,127000.0,112000.0,0.11764705882352941,600.0,80.0,900000.0,32400.0,2220.0,2700.0,900000.0
2021S05075350411.22,5350411.22,5350411.22,5306.0,1597.0,1570.0,130000.0,113000.0,0.12218649517684887,1370.0,190.0,1100000.0,27360.0,1840.0,2280.0,1100000.0
2021S05075350411.23,5350411.23,5350411.23,4616.0,2136.0,2070.0,81000.0,71500.0,0.2152777777777778,1695.0,465.0,700000.0,23520.0,1640.0,1960.0,700000.0
2021S05075350411.24,5350411.24,5350411.24,7363.0,1870.0,1815.0,117000.0,104000.0,0.21703296703296704,1425.0,395.0,1000000.0,19440.0,2300.0,1620.0,1000000.0
2021S05075350411.25,5350411.25,5350411.25,3323.0,928.0,920.0,124000.0,108000.0,0.1366120218579235,790.0,125.0,1000000.0,31680.0,2160.0,2640.0,1000000.0
2021S05075350411.26,5350411.26,5350411.26,5277.0,1524.0,1510.0,142000.0,122000.0,0.10596026490066225,1350.0,160.0,1000000.0,29280.0,2320.0,2440.0,1000000.0
2021S05075350411.27,5350411.27,5350411.27,3945.0,1118.0,1100.0,150000.0,128000.0,0.05092592592592592,1030.0,55.0,1200000.0,30000.0,1860.0,2500.0,1200000.0
2021S05075350411.28,5350411.28,5350411.28,4985.0,1500.0,1475.0,144000.0,122000.0,0.0821917808219178,1335.0,120.0,1200000.0,32160.0,2400.0,2680.0,1200000.0
2021S05075350411.29,5350411.29,5350411.29,5793.0,1816.0,1775.0,138000.0,117000.0,0.1532033426183844,1520.0,275.0,1400000.0,23280.0,2520.0,1940.0,1400000.0
2021S05075350411.30,5350411.30,5350411.30,6984.0,2101.0,2075.0,144000.0,124000.0,0.09156626506024096,1890.0,190.0,1300000.0,33840.0,2300.0,2820.0,1300000.0
2021S05075350412.01,5350412.01,5350412.01,7278.0,2847.0,2760.0,103000.0,89000.0,0.19927536231884058,2210.0,550.0,1100000.0,22080.0,1590.0,1840.0,1100000.0
2021S05075350412.02,5350412.02,5350412.02,10261.0,4499.0,4320.0,87000.0,75000.0,0.2511574074074074,3235.0,1085.0,820000.0,23040.0,1380.0,1920.0,820000.0
2021S05075350412.04,5350412.04,5350412.04,4282.0,1419.0,1405.0,123000.0,107000.0,0.07746478873239436,1310.0,110.0,1200000.0,19680.0,960.0,1640.0,1200000.0
2021S05075350412.06,5350412.06,5350412.06,3297.0,1183.0,1165.0,106000.0,93000.0,0.0782608695652174,1055.0,90.0,1000000.0,26400.0,880.0,2200.0,1000000.0
2021S05075350412.08,5350412.08,5350412.08,2543.0,907.0,890.0,104000.0,92000.0,0.11666666666666667,800.0,105.0,1200000.0,11760.0,920.0,980.0,1200000.0
2021S05075350412.10,5350412.10,5350412.10,5691.0,1779.0,1750.0,116000.0,102000.0,0.0893371757925072,1580.0,155.0,1200000.0,22080.0,1090.0,1840.0,1200000.0
2021S05075350412.11,5350412.11,5350412.11,4443.0,1336.0,1325.0,140000.0,118000.0,0.045283018867924525,1265.0,60.0,1100000.0,29280.0,1700.0,2440.0,1100000.0
2021S05075350412.12,5350412.12,5350412.12,3922.0,1336.0,1305.0,115000.0,100000.0,0.12643678160919541,1140.0,165.0,980000.0,15720.0,1700.0,1310.0,980000.0
2021S05075350412.13,5350412.13,5350412.13,5129.0,2091.0,2000.0,97000.0,84000.0,0.22194513715710723,1560.0,445.0,1200000.0,23520.0,1120.0,1960.0,1200000.0
2021S05075350412.14,5350412.14,5350412.14,3247.0,1017.0,1005.0,180000.0,147000.0,0.02,980.0,20.0,1800000.0,21552.0,1410.0,,1800000.0
2021S05075350412.15,5350412.15,5350412.15,5689.0,2043.0,1975.0,134000.0,114000.0,0.0759493670886076,1830.0,150.0,1510000.0,25200.0,1350.0,2100.0,1510000.0
2021S05075350412.18,5350412.18,5350412.18,7096.0,2248.0,2200.0,172000.0,143000.0,0.04318181818181818,2105.0,95.0,1800000.0,33600.0,1390.0,2800.0,1800000.0
2021S05075350412.19,5350412.19,5350412.19,9254.0,2730.0,2695.0,146000.0,125000.0,0.05380333951762523,2550.0,145.0,1200000.0,29520.0,1760.0,2460.0,1200000.0
2021S05075350412.20,5350412.20,5350412.20,5528.0,1706.0,1685.0,139000.0,118000.0,0.0625,1580.0,105.0,1100000.0,19200.0,1620.0,1600.0,1100000.0
2021S05075350412.22,5350412.22,5350412.22,8911.0,2560.0,2520.0,143000.0,121000.0,0.10119047619047619,2270.0,255.0,1250000.0,29280.0,2280.0,2440.0,1250000.0
2021S05075350412.24,5350412.24,5350412.24,8731.0,2497.0,2460.0,136000.0,116000.0,0.10365853658536585,2205.0,255.0,1100000.0,33840.0,2300.0,2820.0,1100000.0
2021S05075350412.25,5350412.25,5350412.25,5469.0,1557.0,1530.0,145000.0,125000.0,0.06209150326797386,1435.0,95.0,1290000.0,25920.0,2040.0,2160.0,1290000.0
2021S05075350412.26,5350412.26,5350412.26,6018.0,1695.0,1675.0,137000.0,117000.0,0.09850746268656717,1515.0,165.0,1200000.0,31680.0,2300.0,2640.0,1200000.0
2021S05075350413.01,5350413.01,5350413.01,16587.0,4762.0,4605.0,162000.0,134000.0,0.07934782608695652,4235.0,365.0,1700000.0,31920.0,3080.0,2660.0,1700000.0
2021S05075350413.02,5350413.02,5350413.02,15154.0,4189.0,4110.0,142000.0,121000.0,0.08394160583941605,3760.0,345.0,1250000.0,31680.0,2820.0,2640.0,1250000.0
2021S05075350420.03,5350420.03,5350420.03,7043.0,2989.0,2625.0,81000.0,73500.0,0.5085714285714286,1295.0,1335.0,1400000.0,16440.0,1420.0,1370.0,1400000.0
2021S05075350420.05,5350420.05,5350420.05,7993.0,3460.0,3305.0,79500.0,70500.0,0.28290468986384265,2370.0,935.0,850000.0,21840.0,1370.0,1820.0,850000.0
2021S05075350420.06,5350420.06,5350420.06,4978.0,1571.0,1540.0,127000.0,111000.0,0.0732484076433121,1455.0,115.0,1500000.0,32160.0,1280.0,2680.0,1500000.0
2021S05075350420.08,5350420.08,5350420.08,4459.0,2086.0,1990.0,67500.0,60400.0,0.3494897959183674,1275.0,685.0,650000.0,20880.0,1450.0,1740.0,650000.0
2021S05075350420.09,5350420.09,5350420.09,4804.0,2288.0,2225.0,67000.0,60400.0,0.36807095343680707,1420.0,830.0,680000.0,15600.0,1740.0,1300.0,680000.0
2021S05075350420.10,5350420.10,5350420.10,3662.0,1052.0,1020.0,139000.0,119000.0,0.05365853658536585,970.0,55.0,2300000.0,41280.0,2940.0,3440.0,2300000.0
2021S05075350420.11,5350420.11,5350420.11,5917.0,1809.0,1750.0,142000.0,120000.0,0.08285714285714285,1600.0,145.0,2500000.0,38400.0,2040.0,3200.0,2500000.0
2021S05075350420.13,5350420.13,5350420.13,6205.0,2659.0,2565.0,81000.0,72000.0,0.2787524366471735,1850.0,715.0,800000.0,24720.0,1840.0,2060.0,800000.0
2021S05075350420.14,5350420.14,5350420.14,8657.0,3966.0,3815.0,75500.0,66500.0,0.3315858453473132,2550.0,1265.0,650000.0,23520.0,1800.0,1960.0,650000.0
2021S05075350420.15,5350420.15,5350420.15,2333.0,737.0,705.0,114000.0,104000.0,0.09558823529411764,610.0,65.0,2000000.0,34800.0,1800.0,2900.0,2000000.0
2021S05075350421.01,5350421.01,5350421.01,7209.0,2616.0,2490.0,112000.0,96000.0,0.15261044176706828,2110.0,380.0,1900000.0,24240.0,2080.0,2020.0,1900000.0
2021S05075350421.04,5350421.04,5350421.04,3715.0,1633.0,1585.0,77500.0,70000.0,0.2802547770700637,1130.0,440.0,700000.0,24000.0,1580.0,2000.0,700000.0
2021S05075350421.05,5350421.05,5350421.05,3408.0,1225.0,1190.0,117000.0,100000.0,0.09504132231404959,1095.0,115.0,1000000.0,27120.0,1860.0,2260.0,1000000.0
2021S05075350421.06,5350421.06,5350421.06,4294.0,1969.0,1875.0,75500.0,67500.0,0.2154255319148936,1480.0,405.0,780000.0,24000.0,1700.0,2000.0,780000.0
2021S05075350421.07,5350421.07,5350421.07,4018.0,1409.0,1355.0,119000.0,103000.0,0.11895910780669144,1185.0,160.0,1500000.0,30720.0,1600.0,2560.0,1500000.0
2021S05075350422.02,5350422.02,5350422.02,5842.0,2344.0,2210.0,72500.0,65500.0,0.5,1115.0,1115.0,900000.0,16200.0,1760.0,1350.0,900000.0
2021S05075350422.03,5350422.03,5350422.03,6807.0,2093.0,2050.0,128000.0,111000.0,0.13725490196078433,1760.0,280.0,1200000.0,32160.0,2080.0,2680.0,1200000.0
2021S05075350422.04,5350422.04,5350422.04,3761.0,1166.0,1145.0,119000.0,104000.0,0.10087719298245613,1030.0,115.0,1400000.0,30000.0,1510.0,2500.0,1400000.0
2021S05075350422.05,5350422.05,5350422.05,6730.0,2049.0,2010.0,120000.0,104000.0,0.12686567164179105,1760.0,255.0,1300000.0,34320.0,1660.0,2860.0,1300000.0
2021S05075350422.06,5350422.06,5350422.06,5356.0,2349.0,2235.0,63200.0,57200.0,0.4955357142857143,1130.0,1110.0,1000000.0,12960.0,1900.0,1080.0,1000000.0
2021S05075350423.01,5350423.01,5350423.01,3738.0,1372.0,1300.0,115000.0,99000.0,0.22440944881889763,985.0,285.0,1500000.0,20880.0,1480.0,1740.0,1500000.0
2021S05075350423.02,5350423.02,5350423.02,7750.0,2829.0,2710.0,112000.0,96000.0,0.26508226691042047,2015.0,725.0,1510000.0,17880.0,1880.0,1490.0,1510000.0
2021S05075350424.04,5350424.04,5350424.04,2542.0,801.0,785.0,127000.0,109000.0,0.08552631578947369,695.0,65.0,1200000.0,32880.0,1740.0,2740.0,1200000.0
2021S05075350424.05,5350424.05,5350424.05,8853.0,2968.0,2865.0,98000.0,87000.0,0.2578397212543554,2125.0,740.0,1200000.0,19200.0,1530.0,1600.0,1200000.0
2021S05075350424.07,5350424.07,5350424.07,8306.0,2571.0,2535.0,125000.0,108000.0,0.11045364891518737,2250.0,280.0,1250000.0,34800.0,2460.0,2900.0,1250000.0
2021S05075350424.08,5350424.08,5350424.08,7012.0,2193.0,2150.0,137000.0,117000.0,0.08624708624708624,1965.0,185.0,1400000.0,25200.0,2280.0,2100.0,1400000.0
2021S05075350424.09,5350424.09,5350424.09,4648.0,1550.0,1465.0,122000.0,105000.0,0.14965986394557823,1250.0,220.0,1300000.0,29520.0,2940.0,2460.0,1300000.0
2021S05075350424.10,5350424.10,5350424.10,6441.0,1956.0,1920.0,142000.0,119000.0,0.07853403141361257,1760.0,150.0,1270000.0,31440.0,2300.0,2620.0,1270000.0
2021S05075350424.11,5350424.11,5350424.11,8859.0,3012.0,2880.0,117000.0,101000.0,0.18055555555555555,2360.0,520.0,1300000.0,30240.0,2540.0,2520.0,1300000.0
2021S05075350424.13,5350424.13,5350424.13,4554.0,1592.0,1505.0,116000.0,100000.0,0.22442244224422442,1175.0,340.0,1300000.0,31440.0,2980.0,2620.0,1300000.0
2021S05075350424.14,5350424.14,5350424.14,13157.0,3984.0,3910.0,131000.0,112000.0,0.1010230179028133,3515.0,395.0,1200000.0,31200.0,2560.0,2600.0,1200000.0
2021S05075350424.15,5350424.15,5350424.15,9958.0,3125.0,3055.0,120000.0,103000.0,0.14238952536824878,2620.0,435.0,1200000.0,28800.0,2420.0,2400.0,1200000.0
2021S05075350424.16,5350424.16,5350424.16,9013.0,2594.0,2545.0,136000.0,116000.0,0.09803921568627451,2300.0,250.0,1500000.0,34080.0,2560.0,2840.0,1500000.0
2021S05075350430.03,5350430.03,5350430.03,6001.0,1989.0,1950.0,123000.0,105000.0,0.10335917312661498,1730.0,200.0,1000000.0,21600.0,1820.0,1800.0,1000000.0
2021S05075350430.05,5350430.05,5350430.05,7487.0,2356.0,2320.0,131000.0,111000.0,0.08137044967880086,2145.0,190.0,1000000.0,23760.0,2240.0,1980.0,1000000.0
2021S05075350430.06,5350430.06,5350430.06,7367.0,2182.0,2150.0,134000.0,114000.0,0.06960556844547564,2000.0,150.0,1000000.0,27120.0,2360.0,2260.0,1000000.0
2021S05075350430.07,5350430.07,5350430.07,10270.0,3745.0,3665.0,113000.0,97000.0,0.16098226466575716,3070.0,590.0,950000.0,23520.0,2160.0,1960.0,950000.0
2021S05075350430.08,5350430.08,5350430.08,5992.0,1945.0,1925.0,112000.0,98000.0,0.1796875,1580.0,345.0,1000000.0,16560.0,2200.0,1380.0,1000000.0
2021S05075350431.01,5350431.01,5350431.01,6534.0,2636.0,2545.0,117000.0,100000.0,0.08447937131630648,2320.0,215.0,1100000.0,18000.0,1350.0,1500.0,1100000.0
2021S05075350431.02,5350431.02,5350431.02,6213.0,2301.0,2155.0,132000.0,109000.0,0.14583333333333334,1845.0,315.0,1800000.0,18240.0,2080.0,1520.0,1800000.0
2021S05075350440.00,5350440.00,5350440.00,7728.0,2947.0,2770.0,127000.0,107000.0,0.18231046931407943,2265.0,505.0,1120000.0,22080.0,2160.0,1840.0,1120000.0
2021S05075350441.02,5350441.02,5350441.02,4356.0,1842.0,1760.0,89000.0,77000.0,0.40625,1045.0,715.0,950000.0,17160.0,1620.0,1430.0,950000.0
2021S05075350441.03,5350441.03,5350441.03,7228.0,2583.0,2500.0,122000.0,105000.0,0.16966067864271456,2075.0,425.0,1200000.0,18000.0,1600.0,1500.0,1200000.0
2021S05075350441.04,5350441.04,5350441.04,5748.0,1843.0,1785.0,153000.0,127000.0,0.08403361344537816,1640.0,150.0,1200000.0,18600.0,2040.0,1550.0,1200000.0
2021S05075350442.02,5350442.02,5350442.02,4325.0,1841.0,1765.0,88000.0,78000.0,0.37393767705382436,1110.0,660.0,900000.0,18600.0,1510.0,1550.0,900000.0
2021S05075350442.03,5350442.03,5350442.03,5110.0,1719.0,1685.0,153000.0,128000.0,0.06451612903225806,1600.0,110.0,1300000.0,18000.0,1680.0,1500.0,1300000.0
2021S05075350442.04,5350442.04,5350442.04,3680.0,1455.0,1405.0,111000.0,96000.0,0.21299638989169675,1090.0,295.0,950000.0,15240.0,1590.0,1270.0,950000.0
2021S05075350442.05,5350442.05,5350442.05,7173.0,2625.0,2565.0,118000.0,101000.0,0.1111111111111111,2280.0,285.0,870000.0,25200.0,1980.0,2100.0,870000.0
2021S05075350442.06,5350442.06,5350442.06,16709.0,5398.0,5265.0,122000.0,104000.0,0.16904083570750236,4375.0,890.0,1200000.0,30720.0,2640.0,2560.0,1200000.0
