ctuid,near_subway_500m,near_rapid_500m,n_subway_stops_800m,n_rapid_stops_800m,n_all_stops_800m,dist_nearest_subway_m,dist_nearest_rapid_m,n_subway_stops_800m_norm,n_rapid_stops_800m_norm,n_all_stops_800m_norm,transit_indicator
2021S05075350191.00,0,0,0,0,41,1972.5622339396216,1561.0690477643618,0.0,0.0,0.45555555555555555,0.0
2021S05075350192.00,0,0,0,0,34,2715.431839996996,1525.5862451056926,0.0,0.0,0.37777777777777777,0.0
2021S05075350193.00,0,0,0,0,24,2403.425298424414,1854.0367661768853,0.0,0.0,0.26666666666666666,0.0
2021S05075350201.00,0,1,0,12,31,3557.803125250983,264.4527290936328,0.0,0.20689655172413793,0.34444444444444444,0.20689655172413793
2021S05075350202.00,0,1,0,10,23,4486.559218069393,212.84076791173888,0.0,0.1724137931034483,0.25555555555555554,0.1724137931034483
2021S05075350203.00,0,0,0,10,23,4468.554440423641,583.6637796428082,0.0,0.1724137931034483,0.25555555555555554,0.1724137931034483
2021S05075350204.00,0,1,0,13,22,5057.974365699648,310.33909108646844,0.0,0.22413793103448276,0.24444444444444444,0.22413793103448276
2021S05075350207.00,0,1,0,9,29,4219.171764708553,387.1106462604989,0.0,0.15517241379310345,0.32222222222222224,0.15517241379310345
2021S05075350208.00,0,0,0,11,24,4254.989543755108,530.2904112228674,0.0,0.1896551724137931,0.26666666666666666,0.1896551724137931
2021S05075350209.00,0,0,0,0,23,3384.8178711030414,879.9872582752149,0.0,0.0,0.25555555555555554,0.0
2021S05075350211.00,0,0,0,0,28,3424.136354444659,1359.6860474963762,0.0,0.0,0.3111111111111111,0.0
2021S05075350212.00,0,0,0,0,14,4123.224002745386,1210.7988781300744,0.0,0.0,0.15555555555555556,0.0
2021S05075350214.00,0,0,0,0,18,1150.1674247153574,1150.1674247153574,0.0,0.0,0.2,0.0
2021S05075350215.00,0,0,0,0,27,2337.897300994603,1600.2803335956771,0.0,0.0,0.3,0.0
2021S05075350216.00,0,0,0,0,21,1136.096795286839,1136.096795286839,0.0,0.0,0.23333333333333334,0.0
2021S05075350217.00,0,0,0,0,26,1448.1566239769297,855.536884474841,0.0,0.0,0.28888888888888886,0.0
2021S05075350218.00,1,1,2,2,33,463.0635762620299,463.0635762620299,0.13333333333333333,0.034482758620689655,0.36666666666666664,0.034482758620689655
2021S05075350219.00,0,0,0,0,15,1081.398883238205,1081.398883238205,0.0,0.0,0.16666666666666666,0.0
2021S05075350220.00,0,0,0,0,24,2708.3613896865268,2708.3613896865268,0.0,0.0,0.26666666666666666,0.0
2021S05075350224.00,0,0,0,0,33,1464.3709656891083,1464.3709656891083,0.0,0.0,0.36666666666666664,0.0
2021S05075350226.00,0,0,2,2,40,749.5973561992517,749.5973561992517,0.13333333333333333,0.034482758620689655,0.4444444444444444,0.034482758620689655
2021S05075350227.00,1,1,2,2,29,295.5661434170213,295.5661434170213,0.13333333333333333,0.034482758620689655,0.32222222222222224,0.034482758620689655
2021S05075350228.00,0,0,0,0,13,875.8236578897489,875.8236578897489,0.0,0.0,0.14444444444444443,0.0
2021S05075350229.00,0,0,0,0,19,907.1652616011377,907.1652616011377,0.0,0.0,0.2111111111111111,0.0
2021S05075350231.00,0,0,0,0,29,2548.8693249783882,2548.8693249783882,0.0,0.0,0.32222222222222224,0.0
2021S05075350232.00,0,0,0,0,15,3020.3137839312726,3020.3137839312726,0.0,0.0,0.16666666666666666,0.0
2021S05075350233.00,0,0,0,0,22,3325.690487535089,3325.690487535089,0.0,0.0,0.24444444444444444,0.0
2021S05075350234.00,0,0,0,0,13,3817.066425506863,3817.066425506863,0.0,0.0,0.14444444444444443,0.0
2021S05075350239.00,0,0,0,0,24,6380.168719062769,4734.927598007338,0.0,0.0,0.26666666666666666,0.0
2021S05075350241.00,0,0,0,0,50,5500.101465518539,3410.321851301411,0.0,0.0,0.5555555555555556,0.0
2021S05075350242.00,0,0,0,0,29,4896.291820561699,2446.80643443649,0.0,0.0,0.32222222222222224,0.0
2021S05075350245.00,0,0,0,0,28,7732.0283788007155,3002.291241755757,0.0,0.0,0.3111111111111111,0.0
2021S05075350246.00,0,0,0,0,27,7025.54123326627,1786.3207825971738,0.0,0.0,0.3,0.0
2021S05075350261.00,0,0,0,2,27,2875.0940002144066,568.7486038784469,0.0,0.034482758620689655,0.3,0.034482758620689655
2021S05075350264.00,0,0,0,0,18,2793.92112384289,2095.467092957668,0.0,0.0,0.2,0.0
2021S05075350265.00,0,0,0,0,18,1964.9355018388287,1193.634527218472,0.0,0.0,0.2,0.0
2021S05075350266.00,0,0,0,0,4,1250.390452161202,1250.390452161202,0.0,0.0,0.044444444444444446,0.0
2021S05075350267.00,0,0,0,0,5,2943.2814819695504,2943.2814819695504,0.0,0.0,0.05555555555555555,0.0
2021S05075350268.00,0,0,0,0,16,3229.6612866237174,2791.2926307558037,0.0,0.0,0.17777777777777778,0.0
2021S05075350275.00,0,0,2,2,48,611.8733258022576,611.8733258022576,0.13333333333333333,0.034482758620689655,0.5333333333333333,0.034482758620689655
2021S05075350277.00,0,0,0,0,32,1635.7009514602153,1505.025279721073,0.0,0.0,0.35555555555555557,0.0
2021S05075350278.00,0,0,3,3,41,600.7472932801478,600.7472932801478,0.2,0.05172413793103448,0.45555555555555555,0.05172413793103448
2021S05075350280.00,0,0,0,0,45,3116.130003263186,1407.7029797464836,0.0,0.0,0.5,0.0
2021S05075350282.00,0,0,0,0,27,5743.342598997338,3905.7511495635713,0.0,0.0,0.3,0.0
2021S05075350284.00,0,0,0,0,20,3209.342511453566,2780.9275697558355,0.0,0.0,0.2222222222222222,0.0
2021S05075350285.00,0,0,0,0,21,2396.9308413910217,2396.9308413910217,0.0,0.0,0.23333333333333334,0.0
2021S05075350286.00,0,0,0,0,32,1006.0538961900074,1006.0538961900074,0.0,0.0,0.35555555555555557,0.0
2021S05075350288.00,1,1,2,2,36,452.5821150629592,452.5821150629592,0.13333333333333333,0.034482758620689655,0.4,0.034482758620689655
2021S05075350289.00,0,0,0,0,33,1316.625908916923,1316.625908916923,0.0,0.0,0.36666666666666664,0.0
2021S05075350292.00,0,0,0,0,20,4443.534364470299,3205.9563672181916,0.0,0.0,0.2222222222222222,0.0
2021S05075350293.00,0,0,0,0,20,5657.8937151901855,3209.45630743781,0.0,0.0,0.2222222222222222,0.0
2021S05075350295.00,0,0,0,0,25,1939.4748580354137,1939.4748580354137,0.0,0.0,0.2777777777777778,0.0
2021S05075350296.00,0,0,0,0,3,939.486810097995,939.486810097995,0.0,0.0,0.03333333333333333,0.0
2021S05075350298.00,0,0,0,0,10,1845.5317389437148,1845.5317389437148,0.0,0.0,0.1111111111111111,0.0
2021S05075350303.00,0,0,2,2,39,716.0361790124967,716.0361790124967,0.13333333333333333,0.034482758620689655,0.43333333333333335,0.034482758620689655
2021S05075350412.25,0,0,0,0,0,5173.57102377344,5173.57102377344,0.0,0.0,0.0,0.0
2021S05075350309.00,0,0,0,0,19,2459.861246664741,2459.861246664741,0.0,0.0,0.2111111111111111,0.0
2021S05075350313.00,0,0,0,0,22,4482.401650764951,1204.4432269239608,0.0,0.0,0.24444444444444444,0.0
2021S05075350319.00,0,0,0,0,31,1297.8397698013578,1297.8397698013578,0.0,0.0,0.34444444444444444,0.0
2021S05075350412.26,0,0,0,0,0,5258.30120897381,5258.30120897381,0.0,0.0,0.0,0.0
2021S05075350330.00,0,0,0,0,15,6403.599035550775,6403.599035550775,0.0,0.0,0.16666666666666666,0.0
2021S05075350332.00,0,0,0,0,22,3479.911477026401,3479.911477026401,0.0,0.0,0.24444444444444444,0.0
2021S05075350333.00,0,0,0,0,19,2984.5559890732766,2984.5559890732766,0.0,0.0,0.2111111111111111,0.0
2021S05075350334.00,0,0,0,0,9,3118.6825451166496,3118.6825451166496,0.0,0.0,0.1,0.0
2021S05075350335.00,0,0,0,0,29,1927.1964039291056,1927.1964039291056,0.0,0.0,0.32222222222222224,0.0
2021S05075350336.00,0,0,0,0,31,1801.1317797749575,1801.1317797749575,0.0,0.0,0.34444444444444444,0.0
2021S05075350338.00,0,0,0,0,37,1847.9655102113313,1847.9655102113313,0.0,0.0,0.4111111111111111,0.0
2021S05075350339.00,0,0,0,5,31,1576.8756064101758,522.1781191084244,0.0,0.08620689655172414,0.34444444444444444,0.08620689655172414
2021S05075350340.00,0,0,0,0,40,964.9537310128072,964.9537310128072,0.0,0.0,0.4444444444444444,0.0
2021S05075350342.00,0,0,2,2,40,663.2429798472854,663.2429798472854,0.13333333333333333,0.034482758620689655,0.4444444444444444,0.034482758620689655
2021S05075350343.00,0,0,0,0,42,1229.1371187447508,1229.1371187447508,0.0,0.0,0.4666666666666667,0.0
2021S05075350413.01,0,0,0,0,0,11306.094408681165,11306.094408681165,0.0,0.0,0.0,0.0
2021S05075350345.00,0,0,0,0,39,1240.418009666843,1240.418009666843,0.0,0.0,0.43333333333333335,0.0
2021S05075350347.00,0,0,0,0,23,989.053478995849,961.0788784572878,0.0,0.0,0.25555555555555554,0.0
2021S05075350348.00,0,0,0,0,33,1251.9226148421199,916.7363599749846,0.0,0.0,0.36666666666666664,0.0
2021S05075350349.00,0,0,0,0,34,3136.2985652343627,1019.4961186674717,0.0,0.0,0.37777777777777777,0.0
2021S05075350350.00,0,0,0,0,11,2184.419450067709,1017.0193100543402,0.0,0.0,0.12222222222222222,0.0
2021S05075350413.02,0,0,0,0,0,7314.365563855232,7314.365563855232,0.0,0.0,0.0,0.0
2021S05075350352.00,0,0,0,0,23,1758.820555045468,1659.0885860066678,0.0,0.0,0.25555555555555554,0.0
2021S05075350354.00,0,0,0,0,26,2421.7095467195304,2421.7095467195304,0.0,0.0,0.28888888888888886,0.0
2021S05075350356.00,0,0,0,0,21,3526.051074435933,3526.051074435933,0.0,0.0,0.23333333333333334,0.0
2021S05075350359.00,0,0,0,0,25,7544.703740358723,7544.703740358723,0.0,0.0,0.2777777777777778,0.0
2021S05075350360.00,0,0,0,0,16,8971.046100741909,8971.046100741909,0.0,0.0,0.17777777777777778,0.0
2021S05075350481.02,0,0,0,0,0,36446.65087002832,36446.65087002832,0.0,0.0,0.0,0.0
2021S05075350365.00,0,0,0,0,24,5194.332855261194,5194.332855261194,0.0,0.0,0.26666666666666666,0.0
2021S05075350366.00,0,0,0,0,27,4009.506971503484,4009.506971503484,0.0,0.0,0.3,0.0
2021S05075350369.00,0,0,0,0,34,3667.264795951613,3632.4015135741047,0.0,0.0,0.37777777777777777,0.0
2021S05075350371.00,0,0,0,0,21,3696.407884956123,3170.4723494075356,0.0,0.0,0.23333333333333334,0.0
2021S05075350372.00,0,0,0,0,34,3485.081847745343,3485.081847745343,0.0,0.0,0.37777777777777777,0.0
2021S05075350373.00,0,0,0,0,43,3249.632106307618,3249.632106307618,0.0,0.0,0.4777777777777778,0.0
2021S05075350411.28,0,0,0,0,0,6643.384569393739,6643.384569393739,0.0,0.0,0.0,0.0
2021S05075350440.00,0,0,0,0,0,22943.253909695017,22943.253909695017,0.0,0.0,0.0,0.0
2021S05075350576.29,0,0,0,0,0,22528.610245264623,17564.33153393589,0.0,0.0,0.0,0.0
2021S05075350503.00,0,0,0,0,0,16546.09503731562,12220.387602641262,0.0,0.0,0.0,0.0
2021S05075350504.00,0,0,0,0,0,15223.728403546631,10818.330430277763,0.0,0.0,0.0,0.0
2021S05075350506.00,0,0,0,0,0,10024.72581332649,5642.516543876744,0.0,0.0,0.0,0.0
2021S05075350507.00,0,0,0,0,0,8826.867104168148,4437.2829835926295,0.0,0.0,0.0,0.0
2021S05075350508.00,0,0,0,0,0,7809.3189174675645,3456.419265772602,0.0,0.0,0.0,0.0
2021S05075350510.00,0,0,0,0,0,5252.379791902342,3007.827086667653,0.0,0.0,0.0,0.0
2021S05075350512.00,0,0,0,0,0,8048.085921853431,4888.463737657041,0.0,0.0,0.0,0.0
2021S05075350411.29,0,0,0,0,0,7139.340997691834,7139.340997691834,0.0,0.0,0.0,0.0
2021S05075350484.02,0,0,0,0,0,36885.396771484295,36885.396771484295,0.0,0.0,0.0,0.0
2021S05075350517.00,0,0,0,0,0,13576.323870553048,10194.033595088802,0.0,0.0,0.0,0.0
2021S05075350518.00,0,0,0,0,0,12799.722257307074,9371.535587385155,0.0,0.0,0.0,0.0
2021S05075350519.00,0,0,0,0,0,12948.448188390877,9891.12212681115,0.0,0.0,0.0,0.0
2021S05075350522.00,0,0,0,0,0,6764.974499664678,5193.186395579445,0.0,0.0,0.0,0.0
2021S05075350523.00,0,0,0,0,0,5981.205812221093,5428.443150519287,0.0,0.0,0.0,0.0
2021S05075350560.00,0,0,0,0,0,14742.049125939737,7244.330374127148,0.0,0.0,0.0,0.0
2021S05075350561.00,0,0,0,0,0,14648.067176422306,8305.33017793453,0.0,0.0,0.0,0.0
2021S05075350574.00,0,0,0,0,0,18888.362924851266,13708.337621749935,0.0,0.0,0.0,0.0
2021S05075350601.00,0,0,0,0,0,21128.24458298993,16434.096631188262,0.0,0.0,0.0,0.0
2021S05075350602.00,0,0,0,0,0,22800.414251837436,18133.239347517185,0.0,0.0,0.0,0.0
2021S05075350603.00,0,0,0,0,0,24076.913121261012,19416.64453903783,0.0,0.0,0.0,0.0
2021S05075350604.00,0,0,0,0,0,23571.068658656644,18813.82954181553,0.0,0.0,0.0,0.0
2021S05075350605.00,0,0,0,0,0,25472.021031575765,20736.852227775817,0.0,0.0,0.0,0.0
2021S05075350606.00,0,0,0,0,0,25350.51822053836,20728.897058689938,0.0,0.0,0.0,0.0
2021S05075350607.00,0,0,0,0,0,27052.569638087003,22452.53600063645,0.0,0.0,0.0,0.0
2021S05075350608.00,0,0,0,0,0,28063.90247222939,23421.96624462402,0.0,0.0,0.0,0.0
2021S05075350609.00,0,0,0,0,0,27920.95409643499,23183.89741952704,0.0,0.0,0.0,0.0
2021S05075350611.00,0,0,0,0,0,29575.809185657192,24981.990184608665,0.0,0.0,0.0,0.0
2021S05075350411.30,0,0,0,0,0,5921.689410591083,5921.689410591083,0.0,0.0,0.0,0.0
2021S05075350615.00,0,0,0,0,0,25399.803233945364,21593.796310505048,0.0,0.0,0.0,0.0
2021S05075350403.15,0,0,0,0,0,14611.129049135568,14611.129049135568,0.0,0.0,0.0,0.0
2021S05075350806.00,0,0,0,0,0,21202.329433965042,21202.329433965042,0.0,0.0,0.0,0.0
2021S05075350807.00,0,0,0,0,0,27045.022597532465,27045.022597532465,0.0,0.0,0.0,0.0
2021S05075350811.00,0,0,0,0,0,22644.652027586813,22644.652027586813,0.0,0.0,0.0,0.0
2021S05075350812.00,0,0,0,0,0,23745.44220742835,23745.44220742835,0.0,0.0,0.0,0.0
2021S05075350403.16,0,0,0,0,0,17739.06265787865,17739.06265787865,0.0,0.0,0.0,0.0
2021S05075350516.37,0,0,0,0,0,16847.725890555856,13974.798860623685,0.0,0.0,0.0,0.0
2021S05075350516.38,0,0,0,0,0,18621.2965370746,15572.821208554145,0.0,0.0,0.0,0.0
2021S05075350516.39,0,0,0,0,0,21606.95173732579,20287.78463201172,0.0,0.0,0.0,0.0
2021S05075350516.40,0,0,0,0,0,21302.96123001177,19701.105401145873,0.0,0.0,0.0,0.0
2021S05075350516.41,0,0,0,0,0,18560.01719538978,16284.837759115951,0.0,0.0,0.0,0.0
2021S05075350516.43,0,0,0,0,0,16854.50241191277,14360.671355203916,0.0,0.0,0.0,0.0
2021S05075350516.44,0,0,0,0,0,17512.148022433783,14932.611415603433,0.0,0.0,0.0,0.0
2021S05075350520.09,0,0,0,0,0,9475.330388188666,7208.091629475429,0.0,0.0,0.0,0.0
2021S05075350528.44,0,0,0,0,0,8477.990082082702,7908.152172554062,0.0,0.0,0.0,0.0
2021S05075350528.45,0,0,0,0,0,9347.432730606788,8334.763380783466,0.0,0.0,0.0,0.0
2021S05075350528.46,0,0,0,0,0,14251.954152563158,12973.17589901683,0.0,0.0,0.0,0.0
2021S05075350430.05,0,0,0,0,0,23419.05092337702,23419.05092337702,0.0,0.0,0.0,0.0
2021S05075350528.47,0,0,0,0,0,13693.40279378665,12223.653236899989,0.0,0.0,0.0,0.0
2021S05075350528.49,0,0,0,0,0,15899.090786478557,15103.512238348898,0.0,0.0,0.0,0.0
2021S05075350562.12,0,0,0,0,0,17499.41288360032,10631.578254409165,0.0,0.0,0.0,0.0
2021S05075350562.13,0,0,0,0,0,15008.480828506841,9537.197297615909,0.0,0.0,0.0,0.0
2021S05075350562.14,0,0,0,0,0,19337.181387454268,12028.540378816584,0.0,0.0,0.0,0.0
2021S05075350430.06,0,0,0,0,0,22543.31460845415,22543.31460845415,0.0,0.0,0.0,0.0
2021S05075350430.07,0,0,0,0,0,22876.868515083737,22876.868515083737,0.0,0.0,0.0,0.0
2021S05075350562.15,0,0,0,0,0,19891.286104517934,12460.247141020534,0.0,0.0,0.0,0.0
2021S05075350572.09,0,0,0,0,0,19029.069537701755,15188.967253283963,0.0,0.0,0.0,0.0
2021S05075350572.10,0,0,0,0,0,19340.43085826269,15723.452922014296,0.0,0.0,0.0,0.0
2021S05075350573.10,0,0,0,0,0,21714.224998729955,16218.979508219418,0.0,0.0,0.0,0.0
2021S05075350573.11,0,0,0,0,0,22020.60444449279,16770.27663235969,0.0,0.0,0.0,0.0
2021S05075350576.31,0,0,0,0,0,24691.236292768015,17861.573615523015,0.0,0.0,0.0,0.0
2021S05075350576.33,0,0,0,0,0,23677.40138072669,16463.980330942137,0.0,0.0,0.0,0.0
2021S05075350576.34,0,0,0,0,0,24056.697462510874,17148.449487202455,0.0,0.0,0.0,0.0
2021S05075350576.43,0,0,0,0,0,23048.336345062045,17056.93546920314,0.0,0.0,0.0,0.0
2021S05075350576.44,0,0,0,0,0,23120.34024908278,17466.794269653772,0.0,0.0,0.0,0.0
2021S05075350012.01,0,1,0,31,38,1335.032242741518,220.20148697790745,0.0,0.5344827586206896,0.4222222222222222,0.5344827586206896
2021S05075350034.01,1,1,6,35,78,267.7082370606036,107.24313285370027,0.4,0.603448275862069,0.8666666666666667,0.603448275862069
2021S05075350034.02,1,1,7,44,83,260.72942776523837,22.30445146914391,0.4666666666666667,0.7586206896551724,0.9222222222222223,0.7586206896551724
2021S05075350299.01,0,0,0,0,15,939.344458787975,939.344458787975,0.0,0.0,0.16666666666666666,0.0
2021S05075350299.02,1,1,6,6,29,251.66629043166265,251.66629043166265,0.4,0.10344827586206896,0.32222222222222224,0.10344827586206896
2021S05075350305.03,0,0,4,4,27,554.4067857714462,554.4067857714462,0.26666666666666666,0.06896551724137931,0.3,0.06896551724137931
2021S05075350307.03,1,1,2,2,16,223.69706716154852,223.69706716154852,0.13333333333333333,0.034482758620689655,0.17777777777777778,0.034482758620689655
2021S05075350307.04,1,1,6,6,29,340.2579491687455,340.2579491687455,0.4,0.10344827586206896,0.32222222222222224,0.10344827586206896
2021S05075350307.05,1,1,2,2,48,258.6128528329045,258.6128528329045,0.13333333333333333,0.034482758620689655,0.5333333333333333,0.034482758620689655
2021S05075350307.06,0,0,3,3,44,572.6861169441592,572.6861169441592,0.2,0.05172413793103448,0.4888888888888889,0.05172413793103448
2021S05075350307.07,0,0,2,2,22,555.9082912597199,555.9082912597199,0.13333333333333333,0.034482758620689655,0.24444444444444444,0.034482758620689655
2021S05075350368.01,0,0,0,0,52,4822.265615447902,4795.012982736798,0.0,0.0,0.5777777777777777,0.0
2021S05075350368.02,0,0,0,0,20,3468.1524599886934,3450.9360158987784,0.0,0.0,0.2222222222222222,0.0
2021S05075350430.08,0,0,0,0,0,20987.03459218427,20987.03459218427,0.0,0.0,0.0,0.0
2021S05075350013.01,1,1,7,25,64,286.1058394012217,246.41608995218132,0.4666666666666667,0.43103448275862066,0.7111111111111111,0.43103448275862066
2021S05075350013.02,0,1,3,9,40,569.3139539435865,216.3652985007988,0.2,0.15517241379310345,0.4444444444444444,0.15517241379310345
2021S05075350012.03,0,1,4,29,31,611.1611260250804,357.3240006064964,0.26666666666666666,0.5,0.34444444444444444,0.5
2021S05075350012.04,0,1,1,13,16,794.9639535799406,130.00973789701882,0.06666666666666667,0.22413793103448276,0.17777777777777778,0.22413793103448276
2021S05075350516.48,0,0,0,0,0,18241.345047871986,15660.997935531152,0.0,0.0,0.0,0.0
2021S05075350576.52,0,0,0,0,0,25198.65451689984,19431.058016722924,0.0,0.0,0.0,0.0
2021S05075350576.53,0,0,0,0,0,24830.77992739103,18844.378669846956,0.0,0.0,0.0,0.0
2021S05075350576.54,0,0,0,0,0,19542.010260273368,14028.430651636507,0.0,0.0,0.0,0.0
2021S05076020535.00,0,0,0,0,0,1514013.6221882435,1512713.9042985316,0.0,0.0,0.0,0.0
2021S05075350400.17,0,0,0,0,14,9287.012270342715,9287.012270342715,0.0,0.0,0.15555555555555556,0.0
2021S05075350400.18,0,0,0,0,27,8846.00708825594,8846.00708825594,0.0,0.0,0.3,0.0
2021S05075350401.18,0,0,0,0,7,8203.409096209714,8203.409096209714,0.0,0.0,0.07777777777777778,0.0
2021S05075350401.19,0,0,0,0,12,6597.766136049968,6597.766136049968,0.0,0.0,0.13333333333333333,0.0
2021S05075350401.20,0,0,0,0,18,8146.789731697503,8146.789731697503,0.0,0.0,0.2,0.0
2021S05075350401.21,0,0,0,0,18,8619.112489253743,8619.112489253743,0.0,0.0,0.2,0.0
2021S05075350401.22,0,0,0,0,0,10167.678155973259,10167.678155973259,0.0,0.0,0.0,0.0
2021S05075350401.23,0,0,0,0,0,9322.191208366006,9322.191208366006,0.0,0.0,0.0,0.0
2021S05075350402.12,0,0,0,0,0,7333.367750252355,7333.367750252355,0.0,0.0,0.0,0.0
2021S05075350402.13,0,0,0,0,0,6362.986405729974,6362.986405729974,0.0,0.0,0.0,0.0
2021S05075350403.09,0,0,0,0,3,13441.022793571517,13441.022793571517,0.0,0.0,0.03333333333333333,0.0
2021S05075350403.10,0,0,0,0,15,14075.029407649377,14075.029407649377,0.0,0.0,0.16666666666666666,0.0
2021S05075350403.11,0,0,0,0,5,15072.291058402376,15072.291058402376,0.0,0.0,0.05555555555555555,0.0
2021S05075350403.12,0,0,0,0,0,16441.38278744049,16441.38278744049,0.0,0.0,0.0,0.0
2021S05075350403.13,0,0,0,0,0,15541.656273805704,15541.656273805704,0.0,0.0,0.0,0.0
2021S05075350403.14,0,0,0,0,0,14185.321171160536,14185.321171160536,0.0,0.0,0.0,0.0
2021S05075350411.15,0,0,0,0,0,7359.476160723863,7359.476160723863,0.0,0.0,0.0,0.0
2021S05075350412.19,0,0,0,0,0,8247.152353216896,8247.152353216896,0.0,0.0,0.0,0.0
2021S05075350412.20,0,0,0,0,0,7490.617292972388,7490.617292972388,0.0,0.0,0.0,0.0
2021S05075350430.03,0,0,0,0,0,24540.30888701954,24540.30888701954,0.0,0.0,0.0,0.0
2021S05075350576.55,0,0,0,0,0,18728.97036135153,13111.187842261326,0.0,0.0,0.0,0.0
2021S05075350576.57,0,0,0,0,0,13395.947837517906,7864.699858211444,0.0,0.0,0.0,0.0
2021S05075350576.59,0,0,0,0,0,20235.919986985402,13970.563928736025,0.0,0.0,0.0,0.0
2021S05075350576.62,0,0,0,0,0,11060.46897914582,7087.402453557299,0.0,0.0,0.0,0.0
2021S05075350576.63,0,0,0,0,0,12903.033085886413,8713.820881419235,0.0,0.0,0.0,0.0
2021S05075350576.65,0,0,0,0,0,10931.000458391736,6105.5861813362635,0.0,0.0,0.0,0.0
2021S05075350576.66,0,0,0,0,0,18203.52166860805,13243.46592896203,0.0,0.0,0.0,0.0
2021S05075350376.15,0,0,0,0,27,4447.623537424043,4447.623537424043,0.0,0.0,0.3,0.0
2021S05075350376.16,0,0,0,0,30,4322.851406592738,4322.851406592738,0.0,0.0,0.3333333333333333,0.0
2021S05075350612.18,0,0,0,0,0,26789.076365117027,22656.611596964958,0.0,0.0,0.0,0.0
2021S05075350612.19,0,0,0,0,0,26213.290305314174,21972.58606373934,0.0,0.0,0.0,0.0
2021S05075350612.20,0,0,0,0,0,27205.94770406306,22954.70918194907,0.0,0.0,0.0,0.0
2021S05075350237.01,0,0,0,0,22,5342.908854474903,5342.908854474903,0.0,0.0,0.24444444444444444,0.0
2021S05075350237.02,0,0,0,0,35,5693.116288546251,5552.066619056958,0.0,0.0,0.3888888888888889,0.0
2021S05075350237.03,0,0,0,0,44,4755.616296845204,4755.616296845204,0.0,0.0,0.4888888888888889,0.0
2021S05075350249.01,0,0,0,0,25,6496.844476550276,1546.0100031346362,0.0,0.0,0.2777777777777778,0.0
2021S05075350260.01,0,0,0,0,34,3085.2940719946205,1203.8758116784495,0.0,0.0,0.37777777777777777,0.0
2021S05075350576.68,0,0,0,0,0,16969.841360828123,12096.264713303553,0.0,0.0,0.0,0.0
2021S05075350301.01,0,0,0,0,15,802.1205489908982,802.1205489908982,0.0,0.0,0.16666666666666666,0.0
2021S05075350576.69,0,0,0,0,0,15977.828314364842,10744.870135104384,0.0,0.0,0.0,0.0
2021S05075350304.01,0,0,0,0,17,985.3005333840679,985.3005333840679,0.0,0.0,0.18888888888888888,0.0
2021S05075350304.02,0,0,0,0,15,903.5320748123191,903.5320748123191,0.0,0.0,0.16666666666666666,0.0
2021S05075350304.03,0,0,0,0,14,1336.5235246335146,1336.5235246335146,0.0,0.0,0.15555555555555556,0.0
2021S05075350304.04,1,1,2,2,31,354.54947884911525,354.54947884911525,0.13333333333333333,0.034482758620689655,0.34444444444444444,0.034482758620689655
2021S05075350311.02,0,0,0,4,46,896.4667732328619,624.7711816158467,0.0,0.06896551724137931,0.5111111111111111,0.06896551724137931
2021S05075350311.03,0,0,0,2,21,1533.7068914685233,678.1417398147705,0.0,0.034482758620689655,0.23333333333333334,0.034482758620689655
2021S05075350311.04,0,0,0,0,36,1362.8895573151128,1362.8895573151128,0.0,0.0,0.4,0.0
2021S05075350312.02,0,1,0,6,33,1868.3279827288825,468.9350163617855,0.0,0.10344827586206896,0.36666666666666664,0.10344827586206896
2021S05075350312.03,0,0,0,0,28,3373.8340668918145,1280.9029054585549,0.0,0.0,0.3111111111111111,0.0
2021S05075350315.01,0,0,0,0,11,5222.638439658764,1144.2119618548836,0.0,0.0,0.12222222222222222,0.0
2021S05075350315.02,0,1,0,6,24,4960.978336097054,322.07257506947593,0.0,0.10344827586206896,0.26666666666666666,0.10344827586206896
2021S05075350316.01,0,0,0,0,44,1970.770674697478,1006.756244636778,0.0,0.0,0.4888888888888889,0.0
2021S05075350805.16,0,0,0,0,0,25308.953502089156,25308.953502089156,0.0,0.0,0.0,0.0
2021S05075350324.01,0,0,0,0,19,2848.0419883001678,2848.0419883001678,0.0,0.0,0.2111111111111111,0.0
2021S05075350324.02,0,0,0,0,26,2906.9369492115507,2906.9369492115507,0.0,0.0,0.28888888888888886,0.0
2021S05075350324.03,0,0,0,0,24,3123.744385878416,3123.744385878416,0.0,0.0,0.26666666666666666,0.0
2021S05075350375.01,0,0,0,0,36,2047.1173468112454,2047.1173468112454,0.0,0.0,0.4,0.0
2021S05075350375.02,0,0,0,0,32,2655.722013644805,2655.722013644805,0.0,0.0,0.35555555555555557,0.0
2021S05075350375.03,0,0,0,0,30,3491.6539920033865,3491.6539920033865,0.0,0.0,0.3333333333333333,0.0
2021S05075350376.01,0,0,0,0,39,4596.474684166493,4596.474684166493,0.0,0.0,0.43333333333333335,0.0
2021S05075350376.02,0,0,0,0,35,4714.303490186591,4714.303490186591,0.0,0.0,0.3888888888888889,0.0
2021S05075350400.02,0,0,0,0,0,14884.223780405277,14884.223780405277,0.0,0.0,0.0,0.0
2021S05075350402.01,0,0,0,0,0,5022.326896457206,5022.326896457206,0.0,0.0,0.0,0.0
2021S05075350402.02,0,0,0,0,11,2692.9993130988796,2692.9993130988796,0.0,0.0,0.12222222222222222,0.0
2021S05075350402.03,0,0,0,0,0,4382.101555100305,4382.101555100305,0.0,0.0,0.0,0.0
