ctuid,near_subway_500m,near_rapid_500m,n_subway_stops_800m,n_rapid_stops_800m,n_all_stops_800m,dist_nearest_subway_m,dist_nearest_rapid_m,n_subway_stops_800m_norm,n_rapid_stops_800m_norm,n_all_stops_800m_norm,transit_indicator
2021S05075350422.02,0,0,0,0,0,11876.489291356735,11876.489291356735,0.0,0.0,0.0,0.0
2021S05075350411.16,0,0,0,0,0,10993.762118462611,10993.762118462611,0.0,0.0,0.0,0.0
2021S05075350411.17,0,0,0,0,0,9622.996599045955,9622.996599045955,0.0,0.0,0.0,0.0
2021S05075350411.18,0,0,0,0,0,6853.602405115977,6853.602405115977,0.0,0.0,0.0,0.0
2021S05075350411.19,0,0,0,0,0,8023.151205708273,8023.151205708273,0.0,0.0,0.0,0.0
2021S05075350400.19,0,0,0,0,0,15714.346014983475,15714.346014983475,0.0,0.0,0.0,0.0
2021S05075350400.20,0,0,0,0,0,17275.121527479667,17275.121527479667,0.0,0.0,0.0,0.0
2021S05075350400.21,0,0,0,0,0,16160.312502085453,16160.312502085453,0.0,0.0,0.0,0.0
2021S05075350400.22,0,0,0,0,0,15176.757085275543,15176.757085275543,0.0,0.0,0.0,0.0
2021S05075350805.17,0,0,0,0,0,24642.382619102464,24642.382619102464,0.0,0.0,0.0,0.0
2021S05075350424.14,0,0,0,0,0,15920.958740107157,15920.958740107157,0.0,0.0,0.0,0.0
2021S05075350424.15,0,0,0,0,0,16413.864915543796,16413.864915543796,0.0,0.0,0.0,0.0
2021S05075350424.16,0,0,0,0,0,14223.34258705676,14223.34258705676,0.0,0.0,0.0,0.0
2021S05075350455.00,0,0,0,0,0,40675.147803742955,40675.147803742955,0.0,0.0,0.0,0.0
2021S05075350400.23,0,0,0,0,0,11754.975031562582,11754.975031562582,0.0,0.0,0.0,0.0
2021S05075350631.03,0,0,0,0,0,29069.088976985546,26045.174745189535,0.0,0.0,0.0,0.0
2021S05075350631.04,0,0,0,0,0,28067.54909394732,25444.43180087923,0.0,0.0,0.0,0.0
2021S05075350612.26,0,0,0,0,0,22839.97322559707,18768.40324822596,0.0,0.0,0.0,0.0
2021S05075350411.21,0,0,0,0,0,5046.744996717009,5046.744996717009,0.0,0.0,0.0,0.0
2021S05075350411.22,0,0,0,0,0,5735.596999268851,5735.596999268851,0.0,0.0,0.0,0.0
2021S05075350411.23,0,0,0,0,0,4728.0217747954875,4728.0217747954875,0.0,0.0,0.0,0.0
2021S05075350452.05,0,0,0,0,0,29306.577446746487,29306.577446746487,0.0,0.0,0.0,0.0
2021S05075350452.06,0,0,0,0,0,30160.732865058497,30160.732865058497,0.0,0.0,0.0,0.0
2021S05075350612.27,0,0,0,0,0,23181.40642122776,18975.625983277434,0.0,0.0,0.0,0.0
2021S05075350452.07,0,0,0,0,0,30950.881590827863,30950.881590827863,0.0,0.0,0.0,0.0
2021S05075350634.01,0,0,0,0,0,30754.35304673357,27296.628904867408,0.0,0.0,0.0,0.0
2021S05075350634.02,0,0,0,0,0,29480.84496642027,25978.95244123025,0.0,0.0,0.0,0.0
2021S05075350620.09,0,0,0,0,0,27958.316363122805,25460.30453038205,0.0,0.0,0.0,0.0
2021S05075350612.21,0,0,0,0,0,28146.229461893006,23985.383260313858,0.0,0.0,0.0,0.0
2021S05075350620.13,0,0,0,0,0,28910.488816223635,25960.06068090757,0.0,0.0,0.0,0.0
2021S05075350612.22,0,0,0,0,0,29159.926924589323,24993.983395791267,0.0,0.0,0.0,0.0
2021S05075350612.23,0,0,0,0,0,28837.216331361753,24564.369948419055,0.0,0.0,0.0,0.0
2021S05075350612.25,0,0,0,0,0,21080.691052991515,16914.88321858227,0.0,0.0,0.0,0.0
2021S05075350620.05,0,0,0,0,0,26983.809792126995,24387.013939472676,0.0,0.0,0.0,0.0
2021S05075350620.06,0,0,0,0,0,28009.9164379713,25389.4726306756,0.0,0.0,0.0,0.0
2021S05075350620.07,0,0,0,0,0,27838.92872478764,25097.883370892192,0.0,0.0,0.0,0.0
2021S05075350411.24,0,0,0,0,0,7634.471494733292,7634.471494733292,0.0,0.0,0.0,0.0
2021S05075350411.25,0,0,0,0,0,6582.567243004338,6582.567243004338,0.0,0.0,0.0,0.0
2021S05075350424.13,0,0,0,0,0,17210.616480037097,17210.616480037097,0.0,0.0,0.0,0.0
2021S05075350516.47,0,0,0,0,0,19794.798229421398,17062.06751211471,0.0,0.0,0.0,0.0
2021S05075350575.07,0,0,0,0,0,20314.683957878755,12912.699524539472,0.0,0.0,0.0,0.0
2021S05075350575.08,0,0,0,0,0,20609.476203779497,13506.79883498016,0.0,0.0,0.0,0.0
2021S05075350576.45,0,0,0,0,0,18176.924637509346,12248.101439641143,0.0,0.0,0.0,0.0
2021S05075350576.46,0,0,0,0,0,17664.696475119454,11505.024174607002,0.0,0.0,0.0,0.0
2021S05075350576.47,0,0,0,0,0,16350.869194784093,11745.820462086915,0.0,0.0,0.0,0.0
2021S05075350322.01,1,1,2,2,62,293.00200930983124,293.00200930983124,0.13333333333333333,0.034482758620689655,0.6888888888888889,0.034482758620689655
2021S05075350322.02,0,0,0,0,33,1149.2947097084173,1149.2947097084173,0.0,0.0,0.36666666666666664,0.0
2021S05075350576.49,0,0,0,0,0,24846.640917166736,18400.734737963267,0.0,0.0,0.0,0.0
2021S05075350576.50,0,0,0,0,0,24181.19077743286,17887.654541196545,0.0,0.0,0.0,0.0
2021S05075350442.04,0,0,0,0,0,24714.09457788271,24714.09457788271,0.0,0.0,0.0,0.0
2021S05075350442.05,0,0,0,0,0,25168.276258879636,25168.276258879636,0.0,0.0,0.0,0.0
2021S05075350442.06,0,0,0,0,0,26409.766957761512,26409.766957761512,0.0,0.0,0.0,0.0
2021S05075350420.14,0,0,0,0,0,7615.114033631933,7615.114033631933,0.0,0.0,0.0,0.0
2021S05075350420.15,0,0,0,0,0,8000.689314699912,8000.689314699912,0.0,0.0,0.0,0.0
2021S05075350804.12,0,0,0,0,0,20961.79680599109,20961.79680599109,0.0,0.0,0.0,0.0
2021S05075350804.13,0,0,0,0,0,19716.504736968767,19716.504736968767,0.0,0.0,0.0,0.0
2021S05075350378.25,0,0,0,0,20,10462.805505980405,10462.805505980405,0.0,0.0,0.2222222222222222,0.0
2021S05075350378.26,0,0,0,0,10,11568.777893966897,11552.867857472389,0.0,0.0,0.1111111111111111,0.0
2021S05075350378.27,0,0,0,0,0,12427.516694450846,12427.516694450846,0.0,0.0,0.0,0.0
2021S05075350378.28,0,0,0,0,30,10757.659116854571,10755.755900201633,0.0,0.0,0.3333333333333333,0.0
2021S05075350805.18,0,0,0,0,0,22581.401672244803,22581.401672244803,0.0,0.0,0.0,0.0
2021S05075350805.19,0,0,0,0,0,22651.273184639114,22651.273184639114,0.0,0.0,0.0,0.0
2021S05075350820.04,0,0,0,0,0,22548.15280711068,22548.15280711068,0.0,0.0,0.0,0.0
2021S05075350820.05,0,0,0,0,0,21638.876272832935,21638.876272832935,0.0,0.0,0.0,0.0
2021S05075350820.06,0,0,0,0,0,21337.182763163113,21337.182763163113,0.0,0.0,0.0,0.0
2021S05075350820.07,0,0,0,0,0,21307.86308115345,21307.86308115345,0.0,0.0,0.0,0.0
2021S05075350805.20,0,0,0,0,0,24388.66603174308,24388.66603174308,0.0,0.0,0.0,0.0
2021S05075350805.21,0,0,0,0,0,25721.223462896356,25721.223462896356,0.0,0.0,0.0,0.0
2021S05075350355.05,0,0,0,0,36,1642.5573664950653,1642.5573664950653,0.0,0.0,0.4,0.0
2021S05075350355.06,0,0,0,0,26,2057.1964173562033,2057.1964173562033,0.0,0.0,0.28888888888888886,0.0
2021S05075350337.01,0,0,0,0,28,2335.2810167041957,2335.2810167041957,0.0,0.0,0.3111111111111111,0.0
2021S05075350337.02,0,0,0,0,17,2584.489245923658,2584.489245923658,0.0,0.0,0.18888888888888888,0.0
2021S05075350260.06,0,1,0,5,40,3888.194389082089,275.9270577569858,0.0,0.08620689655172414,0.4444444444444444,0.08620689655172414
2021S05075350260.07,0,1,0,4,34,3915.343748238249,390.1742384341927,0.0,0.06896551724137931,0.37777777777777777,0.06896551724137931
2021S05075350183.01,0,0,0,0,57,920.8013386805627,920.8013386805627,0.0,0.0,0.6333333333333333,0.0
2021S05075350183.02,0,0,3,3,59,517.3966084384394,517.3966084384394,0.2,0.05172413793103448,0.6555555555555556,0.05172413793103448
2021S05075350028.01,0,1,0,31,46,1870.175749080971,257.3405602869951,0.0,0.5344827586206896,0.5111111111111111,0.5344827586206896
2021S05075350028.02,0,1,0,28,56,1721.3530346326652,377.0805937640267,0.0,0.4827586206896552,0.6222222222222222,0.4827586206896552
2021S05075350063.03,1,1,9,12,64,351.63041863788396,351.63041863788396,0.6,0.20689655172413793,0.7111111111111111,0.20689655172413793
2021S05075350063.04,1,1,5,21,62,348.23764949426254,323.0186155417984,0.3333333333333333,0.3620689655172414,0.6888888888888889,0.3620689655172414
2021S05075350065.01,1,1,4,4,50,209.62921880566407,209.62921880566407,0.26666666666666666,0.06896551724137931,0.5555555555555556,0.06896551724137931
2021S05075350050.01,0,0,0,0,19,849.6393292669732,849.6393292669732,0.0,0.0,0.2111111111111111,0.0
2021S05075350097.01,1,1,4,4,49,203.65255153273287,203.65255153273287,0.26666666666666666,0.06896551724137931,0.5444444444444444,0.06896551724137931
2021S05075350065.02,1,1,4,10,54,414.28992842633704,414.28992842633704,0.26666666666666666,0.1724137931034483,0.6,0.1724137931034483
2021S05075350128.02,1,1,3,7,67,447.332561643108,447.332561643108,0.2,0.1206896551724138,0.7444444444444445,0.1206896551724138
2021S05075350156.01,0,0,0,0,45,2957.145585360593,1379.6794588718774,0.0,0.0,0.5,0.0
2021S05075350156.02,0,0,0,0,50,3287.6793292351776,826.8126595744166,0.0,0.0,0.5555555555555556,0.0
2021S05075350169.01,0,1,2,8,60,743.5427346579983,222.00587329843555,0.13333333333333333,0.13793103448275862,0.6666666666666666,0.13793103448275862
2021S05075350169.02,0,0,2,4,50,743.8602984045257,583.5113113899256,0.13333333333333333,0.06896551724137931,0.5555555555555556,0.06896551724137931
2021S05075350175.01,0,0,0,0,36,5488.000777711828,2267.4981336376945,0.0,0.0,0.4,0.0
2021S05075350175.02,0,0,0,0,49,6311.612437710826,3686.7475254060532,0.0,0.0,0.5444444444444444,0.0
2021S05075350184.01,0,0,2,2,56,749.8969395117867,749.8969395117867,0.13333333333333333,0.034482758620689655,0.6222222222222222,0.034482758620689655
2021S05075350184.02,0,0,0,0,48,1606.7326589005409,1606.7326589005409,0.0,0.0,0.5333333333333333,0.0
2021S05075350185.01,0,0,0,0,47,866.8966836218168,866.8966836218168,0.0,0.0,0.5222222222222223,0.0
2021S05075350185.02,0,0,0,0,34,1348.0793853649773,1348.0793853649773,0.0,0.0,0.37777777777777777,0.0
2021S05075350190.01,0,0,2,2,51,534.6906786498786,534.6906786498786,0.13333333333333333,0.034482758620689655,0.5666666666666667,0.034482758620689655
2021S05075350190.02,0,0,0,0,42,1443.830442009184,1443.830442009184,0.0,0.0,0.4666666666666667,0.0
2021S05075350221.01,0,0,0,0,20,3385.9948911761644,3385.9948911761644,0.0,0.0,0.2222222222222222,0.0
2021S05075350221.02,0,0,0,0,37,2476.2976900870626,2476.2976900870626,0.0,0.0,0.4111111111111111,0.0
2021S05075350222.01,0,0,0,0,26,1581.6793575191352,1581.6793575191352,0.0,0.0,0.28888888888888886,0.0
2021S05075350222.02,0,0,0,0,23,2372.728302855571,2372.728302855571,0.0,0.0,0.25555555555555554,0.0
2021S05075350230.01,0,0,0,0,14,2418.548191033232,2418.548191033232,0.0,0.0,0.15555555555555556,0.0
2021S05075350230.02,0,0,0,0,31,3614.1067743908184,2664.843483334921,0.0,0.0,0.34444444444444444,0.0
2021S05075350235.01,0,0,0,0,26,4849.001604903407,4849.001604903407,0.0,0.0,0.28888888888888886,0.0
2021S05075350235.02,0,0,0,0,34,3875.232717158115,3875.232717158115,0.0,0.0,0.37777777777777777,0.0
2021S05075350236.01,0,0,0,0,29,3108.588972603314,3108.588972603314,0.0,0.0,0.32222222222222224,0.0
2021S05075350236.02,0,0,0,0,7,4646.315949334792,4646.315949334792,0.0,0.0,0.07777777777777778,0.0
2021S05075350238.01,0,0,0,0,37,4545.33253068391,4545.33253068391,0.0,0.0,0.4111111111111111,0.0
2021S05075350238.02,0,0,0,0,36,5542.978618019438,5252.645106200861,0.0,0.0,0.4,0.0
2021S05075350240.01,0,0,0,0,29,4649.40097993289,3939.8684058347726,0.0,0.0,0.32222222222222224,0.0
2021S05075350240.02,0,0,0,0,39,4477.530709924666,2961.5590920565974,0.0,0.0,0.43333333333333335,0.0
2021S05075350243.01,0,0,0,0,25,6184.201631484386,5331.092803192044,0.0,0.0,0.2777777777777778,0.0
2021S05075350243.02,0,0,0,0,25,6657.498191483618,4836.45661414872,0.0,0.0,0.2777777777777778,0.0
2021S05075350063.05,1,1,12,17,68,169.55222520719204,169.55222520719204,0.8,0.29310344827586204,0.7555555555555555,0.29310344827586204
2021S05075350248.02,0,0,0,4,50,7312.094652653293,553.7794278885589,0.0,0.06896551724137931,0.5555555555555556,0.06896551724137931
2021S05075350250.01,0,0,0,0,30,6277.741942651995,807.1728238652546,0.0,0.0,0.3333333333333333,0.0
2021S05075350250.02,0,0,0,0,25,5827.43789287234,1257.6218691261456,0.0,0.0,0.2777777777777778,0.0
2021S05075350262.01,0,0,0,2,45,3150.311782300496,647.7304218246005,0.0,0.034482758620689655,0.5,0.034482758620689655
2021S05075350262.02,0,0,0,0,17,4093.8474935688046,1070.7093987698026,0.0,0.0,0.18888888888888888,0.0
2021S05075350270.01,0,0,0,0,28,2644.4846229603077,2644.4846229603077,0.0,0.0,0.3111111111111111,0.0
2021S05075350270.02,0,0,0,0,22,3452.2787929184597,2515.505292579865,0.0,0.0,0.24444444444444444,0.0
2021S05075350273.01,0,0,0,0,31,1214.9796942961307,1214.9796942961307,0.0,0.0,0.34444444444444444,0.0
2021S05075350273.02,0,0,0,0,8,1716.6679761749003,1716.6679761749003,0.0,0.0,0.08888888888888889,0.0
2021S05075350276.01,0,0,0,0,34,1879.5872940846978,1879.5872940846978,0.0,0.0,0.37777777777777777,0.0
2021S05075350276.02,0,0,0,0,29,1668.303346373336,1668.303346373336,0.0,0.0,0.32222222222222224,0.0
2021S05075350279.01,0,0,4,4,59,530.6147278525438,530.6147278525438,0.26666666666666666,0.06896551724137931,0.6555555555555556,0.06896551724137931
2021S05075350279.02,0,0,0,0,41,1640.5553401254438,1537.7087363612347,0.0,0.0,0.45555555555555555,0.0
2021S05075350283.01,0,0,0,0,37,4350.928811625614,2353.1623684205083,0.0,0.0,0.4111111111111111,0.0
2021S05075350283.02,0,0,0,0,17,4290.473320416397,3156.6399717703475,0.0,0.0,0.18888888888888888,0.0
2021S05075350287.02,0,0,1,1,36,772.2221438102504,772.2221438102504,0.06666666666666667,0.017241379310344827,0.4,0.017241379310344827
2021S05075350294.01,0,0,0,0,26,3195.9162155335257,3086.9399671439905,0.0,0.0,0.28888888888888886,0.0
2021S05075350294.02,0,0,0,0,25,2645.5220557314215,2400.4092705002213,0.0,0.0,0.2777777777777778,0.0
2021S05075350297.01,0,0,0,0,26,1283.5018795265976,1283.5018795265976,0.0,0.0,0.28888888888888886,0.0
2021S05075350297.02,0,0,0,0,24,1219.3089365846427,1219.3089365846427,0.0,0.0,0.26666666666666666,0.0
2021S05075350302.01,0,0,0,0,30,1235.591696807867,1235.591696807867,0.0,0.0,0.3333333333333333,0.0
2021S05075350302.02,0,0,0,0,25,1699.991383281201,1699.991383281201,0.0,0.0,0.2777777777777778,0.0
2021S05075350304.05,0,0,0,0,23,1676.7975401692024,1676.7975401692024,0.0,0.0,0.25555555555555554,0.0
2021S05075350304.06,0,0,0,0,31,1809.2295841727027,1809.2295841727027,0.0,0.0,0.34444444444444444,0.0
2021S05075350308.02,0,0,0,0,26,1784.7959382823408,1784.7959382823408,0.0,0.0,0.28888888888888886,0.0
2021S05075350312.04,0,0,0,4,36,2835.8043647207783,505.5083623019839,0.0,0.06896551724137931,0.4,0.06896551724137931
2021S05075350063.06,1,1,7,26,75,123.46636905421055,123.46636905421055,0.4666666666666667,0.4482758620689655,0.8333333333333334,0.4482758620689655
2021S05075350317.02,0,0,0,0,32,2799.6236110257964,2799.6236110257964,0.0,0.0,0.35555555555555557,0.0
2021S05075350320.01,0,0,0,0,43,2260.5753687956194,2260.5753687956194,0.0,0.0,0.4777777777777778,0.0
2021S05075350320.02,0,0,0,0,22,1838.680238246833,1838.680238246833,0.0,0.0,0.24444444444444444,0.0
2021S05075350323.01,0,0,0,0,24,2436.754193561405,2436.754193561405,0.0,0.0,0.26666666666666666,0.0
2021S05075350323.02,0,0,0,0,11,3277.111619280826,3277.111619280826,0.0,0.0,0.12222222222222222,0.0
2021S05075350128.05,1,1,3,3,47,486.0827668919987,486.0827668919987,0.2,0.05172413793103448,0.5222222222222223,0.05172413793103448
2021S05075350331.01,0,0,0,0,19,5003.169956748956,5003.169956748956,0.0,0.0,0.2111111111111111,0.0
2021S05075350128.06,1,1,2,2,38,462.3245679923327,462.3245679923327,0.13333333333333333,0.034482758620689655,0.4222222222222222,0.034482758620689655
2021S05075350196.01,0,1,0,4,23,2150.4222927645615,443.5775586895098,0.0,0.06896551724137931,0.25555555555555554,0.06896551724137931
2021S05075350341.02,0,0,0,0,48,848.2244415752522,848.2244415752522,0.0,0.0,0.5333333333333333,0.0
2021S05075350346.01,0,0,0,0,19,997.0814866392845,961.53009684923,0.0,0.0,0.2111111111111111,0.0
2021S05075350346.02,0,1,1,5,38,794.2989433153787,323.7363767099312,0.06666666666666667,0.08620689655172414,0.4222222222222222,0.08620689655172414
2021S05075350196.02,0,0,0,0,39,2280.994315546618,864.2819692539769,0.0,0.0,0.43333333333333335,0.0
2021S05075350353.02,0,0,0,0,29,1641.9846425485234,1624.0608946695922,0.0,0.0,0.32222222222222224,0.0
2021S05075350195.01,0,1,0,2,17,3088.091999952657,406.1093805230511,0.0,0.034482758620689655,0.18888888888888888,0.034482758620689655
2021S05075350355.02,0,0,0,0,20,2666.783448217849,2666.783448217849,0.0,0.0,0.2222222222222222,0.0
2021S05075350357.01,0,0,0,0,18,4416.403654040865,4416.403654040865,0.0,0.0,0.2,0.0
2021S05075350357.02,0,0,0,0,14,5308.063424094784,5308.063424094784,0.0,0.0,0.15555555555555556,0.0
2021S05075350358.01,0,0,0,0,13,6921.530330962436,6921.530330962436,0.0,0.0,0.14444444444444443,0.0
2021S05075350358.02,0,0,0,0,28,7715.400794056222,7715.400794056222,0.0,0.0,0.3111111111111111,0.0
2021S05075350358.03,0,0,0,0,16,6491.645603875915,6491.645603875915,0.0,0.0,0.17777777777777778,0.0
2021S05075350195.02,0,0,0,2,35,2712.5303029315983,660.2428850044737,0.0,0.034482758620689655,0.3888888888888889,0.034482758620689655
2021S05075350363.02,0,0,0,0,8,7231.406448175979,7231.406448175979,0.0,0.0,0.08888888888888889,0.0
2021S05075350139.01,0,0,2,2,40,698.7016800980491,698.7016800980491,0.13333333333333333,0.034482758620689655,0.4444444444444444,0.034482758620689655
2021S05075350364.01,0,0,0,0,14,6710.917312969422,6710.917312969422,0.0,0.0,0.15555555555555556,0.0
2021S05075350364.02,0,0,0,0,27,5636.603792751076,5636.603792751076,0.0,0.0,0.3,0.0
2021S05075350367.01,0,0,0,0,30,4886.637445722116,4885.406579094398,0.0,0.0,0.3333333333333333,0.0
2021S05075350367.02,0,0,0,0,30,4193.558532875489,4184.965739279812,0.0,0.0,0.3333333333333333,0.0
2021S05075350370.01,0,0,0,0,21,4481.108298776883,4425.712561496354,0.0,0.0,0.23333333333333334,0.0
2021S05075350370.02,0,0,0,0,20,3165.6497356747764,3114.058137758302,0.0,0.0,0.2222222222222222,0.0
2021S05075350370.03,0,0,0,0,27,2708.658530506901,2538.656407073594,0.0,0.0,0.3,0.0
2021S05075350374.01,0,0,0,0,22,2653.850067069259,2653.850067069259,0.0,0.0,0.24444444444444444,0.0
2021S05075350374.02,0,0,0,0,25,3631.4198850490548,3631.4198850490548,0.0,0.0,0.2777777777777778,0.0
2021S05075350374.03,0,0,0,0,26,4432.837810369601,4432.837810369601,0.0,0.0,0.28888888888888886,0.0
2021S05075350375.04,0,0,0,0,29,3571.723995594156,3571.723995594156,0.0,0.0,0.32222222222222224,0.0
2021S05075350375.05,0,0,0,0,23,2756.311373601599,2756.311373601599,0.0,0.0,0.25555555555555554,0.0
2021S05075350139.02,0,0,0,0,23,1106.187515370984,1076.9056157489451,0.0,0.0,0.25555555555555554,0.0
2021S05075350377.02,0,0,0,0,30,5973.059078669014,5973.059078669014,0.0,0.0,0.3333333333333333,0.0
2021S05075350377.03,0,0,0,0,35,6069.469467269076,6069.469467269076,0.0,0.0,0.3888888888888889,0.0
2021S05075350287.03,0,0,4,4,58,546.613588579034,546.613588579034,0.26666666666666666,0.06896551724137931,0.6444444444444445,0.06896551724137931
2021S05075350378.02,0,0,0,0,31,5932.017799071094,5900.035484895262,0.0,0.0,0.34444444444444444,0.0
2021S05075350378.03,0,0,0,0,31,7740.14112605717,7738.449818983611,0.0,0.0,0.34444444444444444,0.0
2021S05075350400.03,0,0,0,0,8,13842.711274708498,13842.711274708498,0.0,0.0,0.08888888888888889,0.0
2021S05075350287.04,0,0,0,0,47,1015.8690514706957,1015.8690514706957,0.0,0.0,0.5222222222222223,0.0
2021S05075350308.03,0,0,0,0,22,1133.83164727175,1133.83164727175,0.0,0.0,0.24444444444444444,0.0
2021S05075350402.04,0,0,0,0,1,4936.043590382861,4936.043590382861,0.0,0.0,0.011111111111111112,0.0
2021S05075350402.05,0,0,0,0,4,3729.298166917471,3729.298166917471,0.0,0.0,0.044444444444444446,0.0
2021S05075350402.06,0,0,0,0,0,3513.413913084408,3513.413913084408,0.0,0.0,0.0,0.0
2021S05075350402.07,0,0,0,0,0,5811.458628606156,5811.458628606156,0.0,0.0,0.0,0.0
2021S05075350402.08,0,0,0,0,0,5568.909047905542,5568.909047905542,0.0,0.0,0.0,0.0
2021S05075350412.01,0,0,0,0,0,4401.948241122495,3903.9841714234444,0.0,0.0,0.0,0.0
2021S05075350412.02,0,0,0,0,0,5966.067392556654,3670.633736933893,0.0,0.0,0.0,0.0
2021S05075350421.01,0,0,0,0,0,7084.981311408036,7084.981311408036,0.0,0.0,0.0,0.0
2021S05075350423.01,0,0,0,0,0,10536.561019295254,10536.561019295254,0.0,0.0,0.0,0.0
2021S05075350423.02,0,0,0,0,0,11417.428833657881,11417.428833657881,0.0,0.0,0.0,0.0
2021S05075350442.02,0,0,0,0,0,23480.120284405522,23480.120284405522,0.0,0.0,0.0,0.0
2021S05075350451.01,0,0,0,0,0,28393.074129594817,28393.074129594817,0.0,0.0,0.0,0.0
2021S05075350451.02,0,0,0,0,0,29123.78929441248,29123.78929441248,0.0,0.0,0.0,0.0
2021S05075350452.01,0,0,0,0,0,30860.805634959583,30860.805634959583,0.0,0.0,0.0,0.0
2021S05075350452.02,0,0,0,0,0,29974.584824409765,29974.584824409765,0.0,0.0,0.0,0.0
2021S05075350456.01,0,0,0,0,0,38949.9780327107,38949.9780327107,0.0,0.0,0.0,0.0
2021S05075350456.02,0,0,0,0,0,32917.035270411616,32917.035270411616,0.0,0.0,0.0,0.0
2021S05075350500.01,0,0,0,0,0,8390.266835546923,3537.237611966296,0.0,0.0,0.0,0.0
2021S05075350500.02,0,0,0,0,0,6944.823477068546,1912.7659151798255,0.0,0.0,0.0,0.0
2021S05075350501.01,0,0,0,0,0,16708.48263099416,11949.318878316151,0.0,0.0,0.0,0.0
2021S05075350501.02,0,0,0,0,0,13821.815426564142,9094.149781623928,0.0,0.0,0.0,0.0
2021S05075350502.01,0,0,0,0,0,17162.9335791995,12675.488596728623,0.0,0.0,0.0,0.0
2021S05075350502.02,0,0,0,0,0,16262.624339561891,11800.46237717933,0.0,0.0,0.0,0.0
2021S05075350505.01,0,0,0,0,0,13858.440940627088,9483.348292096674,0.0,0.0,0.0,0.0
2021S05075350505.02,0,0,0,0,0,12010.819343676121,7559.396462868319,0.0,0.0,0.0,0.0
2021S05075350509.01,0,0,0,0,0,6857.179794792764,2510.9037901631254,0.0,0.0,0.0,0.0
2021S05075350509.02,0,0,0,0,0,5386.644700358342,1366.9527611126882,0.0,0.0,0.0,0.0
2021S05075350511.01,0,0,0,0,0,8908.095694805812,5090.666607436568,0.0,0.0,0.0,0.0
2021S05075350511.02,0,0,0,0,0,7856.193146500224,4175.938595967347,0.0,0.0,0.0,0.0
2021S05075350513.01,0,0,0,0,0,12149.88237650441,8364.895839025816,0.0,0.0,0.0,0.0
2021S05075350513.02,0,0,0,0,0,9770.011206334004,6320.6939124912615,0.0,0.0,0.0,0.0
2021S05075350513.03,0,0,0,0,0,9622.155064309458,5798.534287774651,0.0,0.0,0.0,0.0
2021S05075350516.01,0,0,0,0,0,19174.82101006268,17283.717317902985,0.0,0.0,0.0,0.0
2021S05075350516.02,0,0,0,0,0,19665.681927470945,18488.839062767962,0.0,0.0,0.0,0.0
2021S05075350516.03,0,0,0,0,0,19020.516801157104,17621.211121581433,0.0,0.0,0.0,0.0
2021S05075350516.04,0,0,0,0,0,18488.298642853104,16954.19632811456,0.0,0.0,0.0,0.0
2021S05075350516.05,0,0,0,0,0,18410.692138179835,16538.52874400329,0.0,0.0,0.0,0.0
2021S05075350516.06,0,0,0,0,0,17836.662661913404,16084.591791965382,0.0,0.0,0.0,0.0
2021S05075350291.03,0,0,0,0,29,2681.632206516942,2681.632206516942,0.0,0.0,0.32222222222222224,0.0
2021S05075350516.08,0,0,0,0,0,16554.29820512041,13147.49513391822,0.0,0.0,0.0,0.0
2021S05075350516.09,0,0,0,0,0,16367.759885608857,12717.815944249802,0.0,0.0,0.0,0.0
2021S05075350520.01,0,0,0,0,0,11815.3619767926,8723.846923823246,0.0,0.0,0.0,0.0
2021S05075350520.02,0,0,0,0,0,10642.008153647714,7881.9170213749885,0.0,0.0,0.0,0.0
2021S05075350521.01,0,0,0,0,0,9145.729450497587,6995.553775703525,0.0,0.0,0.0,0.0
2021S05075350521.02,0,0,0,0,0,7716.425831350871,6071.855286104983,0.0,0.0,0.0,0.0
2021S05075350521.03,0,0,0,0,0,8725.635631686522,6253.24045046935,0.0,0.0,0.0,0.0
2021S05075350521.04,0,0,0,0,0,7677.197393060013,5409.8339251883335,0.0,0.0,0.0,0.0
2021S05075350521.05,0,0,0,0,0,8483.903299951307,5673.153934847636,0.0,0.0,0.0,0.0
2021S05075350524.01,0,0,0,0,0,5873.983144850542,4390.483814590777,0.0,0.0,0.0,0.0
2021S05075350524.02,0,0,0,0,0,5394.262994774376,4487.853856983044,0.0,0.0,0.0,0.0
2021S05075350525.01,0,0,0,0,0,4778.246334854377,4622.5256159711125,0.0,0.0,0.0,0.0
2021S05075350525.02,0,0,0,0,0,3944.8859476148705,3944.8859476148705,0.0,0.0,0.0,0.0
2021S05075350526.01,0,0,0,0,0,5068.41675454824,5068.41675454824,0.0,0.0,0.0,0.0
2021S05075350526.02,0,0,0,0,2,4373.430163301698,4373.430163301698,0.0,0.0,0.022222222222222223,0.0
2021S05075350527.02,0,0,0,0,0,5622.761858266459,5622.761858266459,0.0,0.0,0.0,0.0
2021S05075350529.01,0,0,0,0,13,11668.833575352342,4279.89857311524,0.0,0.0,0.14444444444444443,0.0
2021S05075350529.02,0,0,0,0,13,12042.467772031885,3517.0713949340684,0.0,0.0,0.14444444444444443,0.0
2021S05075350531.01,0,0,0,0,4,11523.373386719697,3387.835971302818,0.0,0.0,0.044444444444444446,0.0
2021S05075350531.02,0,0,0,0,0,10695.707842266851,2638.001432213822,0.0,0.0,0.0,0.0
2021S05075350532.01,0,0,0,0,10,12834.98272901433,4418.838664288146,0.0,0.0,0.1111111111111111,0.0
