ctuid,ct_code,GEO_NAME,population_2021,total_private_dwellings,total_households,median_household_income,median_aftertax_income,renter_share,owner_households,renter_households,home_price,annual_rent,median_monthly_shelter_owned,median_monthly_shelter_rented,median_dwelling_value,population_2016,occupied_dwellings_2016,median_household_income_2016,renter_share_2016,home_price_2016,annual_rent_2016,units_2021,units_2016,delta_units,income_growth,rent_growth,home_price_growth,renter_share_change,dev_occurred
2021S05075350401.13,5350401.13,5350401.13,6839.0,2507.0,2380.0,69500.0,64500.0,0.15560165975103735,2035.0,375.0,900000.0,14880.0,1040.0,1240.0,900000.0,6440.0,1770.0,67200.0,0.1384180790960452,699193.0,11412.0,2507.0,1770.0,737.0,0.03422619047619048,0.3038906414300736,0.2871982414011582,0.017183580654992148,1
2021S05075350401.14,5350401.14,5350401.14,7408.0,2304.0,2255.0,135000.0,117000.0,0.06208425720620843,2115.0,140.0,1510000.0,21600.0,1330.0,1800.0,1510000.0,7822.0,2257.0,114432.0,0.04424778761061947,1196735.0,14412.0,2304.0,2257.0,47.0,0.17973993288590603,0.4987510407993339,0.2617663893844502,0.01783646959558896,1
2021S05075350401.15,5350401.15,5350401.15,2755.0,1173.0,1140.0,89000.0,78500.0,0.16017316017316016,970.0,185.0,850000.0,29760.0,1460.0,2480.0,850000.0,2759.0,1132.0,76800.0,0.11304347826086956,630029.0,21624.0,1173.0,1132.0,41.0,0.15885416666666666,0.3762486126526082,0.34914424574106906,0.0471296819122906,1
2021S05075350401.17,5350401.17,5350401.17,3339.0,998.0,970.0,100000.0,90000.0,0.11229946524064172,835.0,105.0,1300000.0,12000.0,1330.0,1000.0,1300000.0,3510.0,957.0,90539.0,0.078125,1000452.0,14448.0,998.0,957.0,41.0,0.10449640486420217,-0.16943521594684385,0.29941266547520523,0.034174465240641716,1
2021S05075350401.18,5350401.18,5350401.18,8632.0,4857.0,4480.0,64500.0,57600.0,0.46792035398230086,2405.0,2115.0,620000.0,22800.0,1820.0,1900.0,620000.0,6141.0,2978.0,52955.0,0.4578512396694215,428757.0,17136.0,4857.0,2978.0,1879.0,0.21801529600604286,0.33053221288515405,0.4460405311166931,0.01006911431287938,1
2021S05075350401.19,5350401.19,5350401.19,6305.0,2016.0,1940.0,83000.0,76500.0,0.16580310880829016,1610.0,320.0,950000.0,15120.0,1210.0,1260.0,950000.0,6820.0,1954.0,66993.0,0.11421319796954314,696933.0,11592.0,2016.0,1954.0,62.0,0.23893541116236025,0.30434782608695654,0.3631152492420362,0.05158991083874702,1
2021S05075350401.20,5350401.20,5350401.20,4107.0,1141.0,1105.0,99000.0,91000.0,0.12149532710280374,945.0,130.0,1050000.0,10200.0,1210.0,850.0,1050000.0,4453.0,1115.0,77504.0,0.1111111111111111,800483.0,10908.0,1141.0,1115.0,26.0,0.2773534269199009,-0.06490649064906491,0.31170805626103243,0.010384215991692633,1
2021S05075350401.21,5350401.21,5350401.21,2707.0,793.0,745.0,98000.0,90000.0,0.13548387096774195,675.0,105.0,1000000.0,16560.0,990.0,1380.0,1000000.0,2920.0,743.0,76544.0,0.17006802721088435,802205.0,9600.0,793.0,743.0,50.0,0.280309364548495,0.725,0.24656415754077823,-0.0345841562431424,1
2021S05075350401.22,5350401.22,5350401.22,8355.0,2586.0,2520.0,94000.0,85000.0,0.15873015873015872,2120.0,400.0,1000000.0,23520.0,1820.0,1960.0,1000000.0,8579.0,2473.0,75246.0,0.12727272727272726,799749.0,19008.0,2586.0,2473.0,113.0,0.2492358397788587,0.23737373737373738,0.2503923105874468,0.03145743145743146,1
2021S05075350401.23,5350401.23,5350401.23,1896.0,568.0,545.0,115000.0,103000.0,0.08411214953271028,490.0,45.0,1500000.0,18000.0,1680.0,1500.0,1500000.0,1946.0,542.0,103629.0,0.045871559633027525,899081.0,0.0,568.0,542.0,26.0,0.10972797189975779,18000.0,0.668370258074634,0.03824058989968275,1
2021S05075350402.01,5350402.01,5350402.01,2433.0,860.0,845.0,118000.0,103000.0,0.24404761904761904,635.0,205.0,950000.0,26400.0,1500.0,2200.0,950000.0,2465.0,852.0,95488.0,0.18823529411764706,696819.0,23376.0,860.0,852.0,8.0,0.2357573726541555,0.1293634496919918,0.36333825570198286,0.055812324929971985,0
2021S05075350402.02,5350402.02,5350402.02,5837.0,2643.0,2440.0,71000.0,64000.0,0.4330543933054393,1355.0,1035.0,1000000.0,23280.0,2080.0,1940.0,1000000.0,5455.0,2189.0,52352.0,0.4657534246575342,947322.0,17700.0,2643.0,2189.0,454.0,0.3562041564792176,0.3152542372881356,0.055607280312290855,-0.0326990313520949,1
2021S05075350402.03,5350402.03,5350402.03,3104.0,1236.0,1185.0,95000.0,84000.0,0.15966386554621848,1005.0,190.0,900000.0,21840.0,1490.0,1820.0,900000.0,3177.0,1214.0,82560.0,0.13278008298755187,601380.0,16884.0,1236.0,1214.0,22.0,0.1506782945736434,0.2935323383084577,0.49655791679137984,0.026883782558666608,1
2021S05075350402.04,5350402.04,5350402.04,4960.0,1839.0,1800.0,121000.0,103000.0,0.11357340720221606,1605.0,205.0,1200000.0,26880.0,1720.0,2240.0,1200000.0,5061.0,1812.0,104619.0,0.0743801652892562,849191.0,23148.0,1839.0,1812.0,27.0,0.15657767709498274,0.1612234318299637,0.4131096537763589,0.039193241912959864,1
2021S05075350402.05,5350402.05,5350402.05,1969.0,741.0,695.0,147000.0,125000.0,0.06015037593984962,625.0,40.0,2200000.0,42720.0,2560.0,3560.0,2200000.0,2005.0,705.0,145344.0,0.02857142857142857,1605459.0,0.0,741.0,705.0,36.0,0.011393659180977542,42720.0,0.37032462367460023,0.031578947368421054,1
2021S05075350402.06,5350402.06,5350402.06,5910.0,2444.0,2355.0,81000.0,72500.0,0.4375,1355.0,1050.0,1000000.0,18480.0,1600.0,1540.0,1000000.0,6031.0,2393.0,61005.0,0.4435146443514644,699554.0,15036.0,2444.0,2393.0,51.0,0.3277600196705188,0.22905027932960895,0.42948221295282424,-0.0060146443514644266,1
2021S05075350402.07,5350402.07,5350402.07,2041.0,768.0,750.0,110000.0,94000.0,0.13513513513513514,640.0,100.0,1100000.0,25680.0,1760.0,2140.0,1100000.0,2054.0,751.0,94848.0,0.12582781456953643,849392.0,22440.0,768.0,751.0,17.0,0.15975033738191632,0.1443850267379679,0.2950439844029612,0.009307320565598715,1
2021S05075350402.08,5350402.08,5350402.08,5827.0,2303.0,2245.0,105000.0,92000.0,0.12694877505567928,1955.0,285.0,1000000.0,28800.0,1370.0,2400.0,1000000.0,6194.0,2273.0,92608.0,0.11208791208791209,801072.0,22200.0,2303.0,2273.0,30.0,0.13381133379405666,0.2972972972972973,0.24832724149639482,0.014860862967767188,1
2021S05075350402.09,5350402.09,5350402.09,3644.0,1493.0,1450.0,92000.0,80000.0,0.3413793103448276,950.0,495.0,1200000.0,19200.0,1340.0,1600.0,1200000.0,3699.0,1461.0,78007.0,0.339041095890411,897379.0,16968.0,1493.0,1461.0,32.0,0.17938133757226915,0.13154172560113153,0.3372276373750667,0.0023382144544166206,1
2021S05075350402.10,5350402.10,5350402.10,3882.0,1558.0,1505.0,102000.0,88000.0,0.16286644951140064,1285.0,250.0,800000.0,23520.0,1800.0,1960.0,800000.0,3632.0,1399.0,86707.0,0.1387900355871886,499818.0,17892.0,1558.0,1399.0,159.0,0.17637560981235656,0.3145539906103286,0.6005826120707938,0.02407641392421203,1
2021S05075350402.12,5350402.12,5350402.12,6069.0,3203.0,3035.0,68500.0,60400.0,0.2988313856427379,2105.0,895.0,600000.0,23280.0,1390.0,1940.0,600000.0,5937.0,2904.0,50995.0,0.25817555938037867,349925.0,18336.0,3203.0,2904.0,299.0,0.34326894793607216,0.2696335078534031,0.7146531399585625,0.04065582626235925,1
2021S05075350402.13,5350402.13,5350402.13,4734.0,1587.0,1565.0,150000.0,127000.0,0.03514376996805112,1510.0,55.0,1500000.0,35520.0,1200.0,2960.0,1500000.0,4965.0,1577.0,143923.0,0.02531645569620253,1100408.0,18444.0,1587.0,1577.0,10.0,0.04222396698234473,0.9258295380611581,0.3631307660431404,0.009827314271848585,0
2021S05075350403.01,5350403.01,5350403.01,6936.0,2193.0,2145.0,124000.0,106000.0,0.1655011655011655,1795.0,355.0,2000000.0,13560.0,1530.0,1130.0,2000000.0,7585.0,2153.0,105728.0,0.13921113689095127,1506208.0,9192.0,2193.0,2153.0,40.0,0.17282082324455206,0.4751958224543081,0.32783785506384244,0.026290028610214233,1
2021S05075350403.04,5350403.04,5350403.04,4147.0,1274.0,1260.0,127000.0,109000.0,0.05928853754940711,1195.0,75.0,1300000.0,34080.0,1550.0,2840.0,1300000.0,4330.0,1259.0,103509.0,0.02834008097165992,982999.0,23388.0,1274.0,1259.0,15.0,0.22694644910104436,0.45715751667521803,0.322483542709606,0.030948456577747193,1
2021S05075350403.05,5350403.05,5350403.05,4658.0,1613.0,1545.0,132000.0,111000.0,0.12211221122112212,1330.0,185.0,1500000.0,34080.0,2600.0,2840.0,1500000.0,4155.0,1271.0,126891.0,0.0622568093385214,1299296.0,26364.0,1613.0,1271.0,342.0,0.040262902806345605,0.29267182521620394,0.15447134448193484,0.05985540188260072,1
2021S05075350403.07,5350403.07,5350403.07,12448.0,3730.0,3655.0,114000.0,99000.0,0.1409028727770178,3135.0,515.0,1280000.0,31200.0,2400.0,2600.0,1280000.0,12001.0,3544.0,89536.0,0.06770098730606489,931917.0,23760.0,3730.0,3544.0,186.0,0.2732308791994282,0.31313131313131315,0.3735128772197524,0.07320188547095291,1
2021S05075350403.09,5350403.09,5350403.09,4859.0,1446.0,1425.0,117000.0,103000.0,0.11929824561403508,1250.0,170.0,1200000.0,31200.0,1840.0,2600.0,1200000.0,5012.0,1401.0,92480.0,0.04285714285714286,899804.0,22824.0,1446.0,1401.0,45.0,0.26513840830449825,0.3669821240799159,0.3336237669536921,0.07644110275689223,1
2021S05075350403.10,5350403.10,5350403.10,5779.0,1830.0,1800.0,100000.0,89000.0,0.1671309192200557,1495.0,300.0,1000000.0,27360.0,1940.0,2280.0,1000000.0,5609.0,1614.0,89856.0,0.11455108359133127,800054.0,22092.0,1830.0,1614.0,216.0,0.1128917378917379,0.23845736013036392,0.2499156306949281,0.05257983562872444,1
2021S05075350403.11,5350403.11,5350403.11,10637.0,3017.0,2975.0,120000.0,104000.0,0.10588235294117647,2660.0,315.0,1170000.0,29280.0,2240.0,2440.0,1170000.0,10620.0,2914.0,94427.0,0.051457975986277875,829794.0,24216.0,3017.0,2914.0,103.0,0.2708229637709553,0.2091179385530228,0.40998850317066643,0.054424376954898594,1
2021S05075350403.12,5350403.12,5350403.12,9890.0,2775.0,2740.0,136000.0,117000.0,0.09124087591240876,2490.0,250.0,1100000.0,28560.0,2400.0,2380.0,1100000.0,9490.0,2595.0,110569.0,0.038535645472061654,799904.0,22608.0,2775.0,2595.0,180.0,0.23000117573641798,0.2632696390658174,0.37516501980237627,0.052705230440347105,1
2021S05075350403.13,5350403.13,5350403.13,6694.0,2464.0,2415.0,103000.0,90000.0,0.09730848861283643,2180.0,235.0,900000.0,28080.0,1700.0,2340.0,900000.0,6334.0,2212.0,88860.0,0.07223476297968397,690478.0,21984.0,2464.0,2212.0,252.0,0.1591267161827594,0.27729257641921395,0.30344485993760845,0.025073725633152466,1
2021S05075350403.14,5350403.14,5350403.14,11336.0,3675.0,3575.0,102000.0,91000.0,0.1958041958041958,2870.0,700.0,1100000.0,24000.0,2120.0,2000.0,1100000.0,10117.0,2848.0,92379.0,0.11052631578947368,848801.0,20868.0,3675.0,2848.0,827.0,0.10414704640665086,0.15008625646923518,0.2959456928066767,0.08527788001472213,1
2021S05075350403.15,5350403.15,5350403.15,12558.0,4055.0,3955.0,121000.0,104000.0,0.1504424778761062,3365.0,595.0,1300000.0,30000.0,2320.0,2500.0,1300000.0,11854.0,3662.0,101675.0,0.0941336971350614,901066.0,22824.0,4055.0,3662.0,393.0,0.19006638800098352,0.31440588853838064,0.4427356042731609,0.05630878074104481,1
2021S05075350403.16,5350403.16,5350403.16,4649.0,1552.0,1495.0,107000.0,94000.0,0.22697368421052633,1175.0,345.0,1000000.0,24000.0,2180.0,2000.0,1000000.0,4087.0,1344.0,92032.0,0.22180451127819548,698592.0,19824.0,1552.0,1344.0,208.0,0.16263908205841446,0.2106537530266344,0.431450689386652,0.005169172932330851,1
2021S05075350410.02,5350410.02,5350410.02,4193.0,1421.0,1395.0,113000.0,99000.0,0.0528169014084507,1345.0,75.0,950000.0,13200.0,1490.0,1100.0,950000.0,4396.0,1414.0,92544.0,0.08450704225352113,673748.0,19140.0,1421.0,1414.0,7.0,0.22104080221300137,-0.3103448275862069,0.4100227384719509,-0.03169014084507042,0
2021S05075350410.03,5350410.03,5350410.03,6841.0,2488.0,2420.0,120000.0,104000.0,0.1115702479338843,2155.0,270.0,1200000.0,25200.0,1780.0,2100.0,1200000.0,7178.0,2449.0,106528.0,0.12653061224489795,898350.0,19212.0,2488.0,2449.0,39.0,0.1264644037248423,0.31168019987507806,0.3357822674903991,-0.01496036431101365,1
2021S05075350410.04,5350410.04,5350410.04,3738.0,1232.0,1210.0,129000.0,112000.0,0.168,1045.0,210.0,1200000.0,16800.0,1470.0,1400.0,1200000.0,3758.0,1197.0,112512.0,0.1686746987951807,874430.0,15936.0,1232.0,1197.0,35.0,0.1465443686006826,0.05421686746987952,0.3723225415413469,-0.0006746987951807004,1
2021S05075350410.05,5350410.05,5350410.05,5941.0,1929.0,1875.0,170000.0,140000.0,0.042666666666666665,1795.0,80.0,1700000.0,37440.0,1900.0,3120.0,1700000.0,6241.0,1867.0,158501.0,0.0374331550802139,1101119.0,12588.0,1929.0,1867.0,62.0,0.07254843818020075,1.9742612011439467,0.543883994372997,0.0052335115864527645,1
2021S05075350410.07,5350410.07,5350410.07,3439.0,1061.0,1045.0,137000.0,120000.0,0.06372549019607843,955.0,65.0,1200000.0,16920.0,1620.0,1410.0,1200000.0,3653.0,1058.0,119501.0,0.06635071090047394,851638.0,18012.0,1061.0,1058.0,3.0,0.14643392105505393,-0.060626249167221855,0.40904938483252273,-0.0026252207043955117,0
2021S05075350410.09,5350410.09,5350410.09,5094.0,2141.0,2035.0,81000.0,72000.0,0.19607843137254902,1645.0,400.0,755000.0,23280.0,1350.0,1940.0,755000.0,5354.0,2098.0,63488.0,0.17985611510791366,500582.0,18900.0,2141.0,2098.0,43.0,0.27583165322580644,0.23174603174603176,0.5082444035143093,0.016222316264635356,1
2021S05075350410.10,5350410.10,5350410.10,3756.0,1633.0,1580.0,104000.0,91000.0,0.11428571428571428,1400.0,180.0,900000.0,28080.0,1580.0,2340.0,900000.0,3963.0,1605.0,85419.0,0.10835913312693499,680886.0,24000.0,1633.0,1605.0,28.0,0.2175277163160421,0.17,0.3218071747693447,0.0059265811587792955,1
2021S05075350410.11,5350410.11,5350410.11,3954.0,1189.0,1155.0,113000.0,103000.0,0.2825112107623318,800.0,315.0,1200000.0,13080.0,1980.0,1090.0,1200000.0,4207.0,1180.0,95232.0,0.27876106194690264,850039.0,12696.0,1189.0,1180.0,9.0,0.18657594086021506,0.030245746691871456,0.4116999337677448,0.0037501488154291773,0
2021S05075350410.12,5350410.12,5350410.12,7282.0,4074.0,3890.0,61200.0,55200.0,0.3393316195372751,2570.0,1320.0,624000.0,23040.0,1340.0,1920.0,624000.0,6623.0,3509.0,51477.0,0.33475783475783477,439711.0,18768.0,4074.0,3509.0,565.0,0.188880470889912,0.22762148337595908,0.41911391800523523,0.004573784779440315,1
2021S05075350410.13,5350410.13,5350410.13,6430.0,2036.0,2000.0,172000.0,143000.0,0.05,1900.0,100.0,1550000.0,28800.0,1560.0,2400.0,1550000.0,6909.0,1970.0,147371.0,0.025380710659898477,1104182.0,31584.0,2036.0,1970.0,66.0,0.16712243250028838,-0.08814589665653495,0.4037540912639402,0.024619289340101526,1
2021S05075350410.14,5350410.14,5350410.14,5654.0,1855.0,1810.0,130000.0,112000.0,0.07162534435261708,1680.0,130.0,1150000.0,26400.0,1500.0,2200.0,1150000.0,6012.0,1834.0,112128.0,0.060109289617486336,802442.0,20436.0,1855.0,1834.0,21.0,0.1593892694063927,0.2918379330593071,0.43312538476301093,0.011516054735130746,1
2021S05075350410.15,5350410.15,5350410.15,1786.0,603.0,595.0,109000.0,95000.0,0.29411764705882354,425.0,175.0,1000000.0,15720.0,970.0,1310.0,1000000.0,1827.0,602.0,84821.0,0.33076923076923076,728565.0,14256.0,603.0,602.0,1.0,0.2850591245092607,0.1026936026936027,0.37256113044134703,-0.03665158371040722,0
2021S05075350411.01,5350411.01,5350411.01,5327.0,1926.0,1855.0,98000.0,86000.0,0.16216216216216217,1555.0,300.0,900000.0,20880.0,1460.0,1740.0,900000.0,5509.0,1879.0,83755.0,0.16120218579234974,601178.0,16164.0,1926.0,1879.0,47.0,0.1700793982448809,0.29175946547884185,0.49706077068688476,0.000959976369812432,1
2021S05075350411.04,5350411.04,5350411.04,5229.0,1819.0,1785.0,122000.0,103000.0,0.11764705882352941,1570.0,210.0,1200000.0,15600.0,1080.0,1300.0,1200000.0,5598.0,1782.0,108690.0,0.10674157303370786,801461.0,12540.0,1819.0,1782.0,37.0,0.12245836783512742,0.24401913875598086,0.497265618663915,0.010905485789821548,1
2021S05075350411.07,5350411.07,5350411.07,4204.0,1405.0,1365.0,141000.0,119000.0,0.10181818181818182,1240.0,140.0,1290000.0,27120.0,1250.0,2260.0,1290000.0,4294.0,1329.0,117675.0,0.06741573033707865,897157.0,21468.0,1405.0,1329.0,76.0,0.19821542383683874,0.26327557294577975,0.4378754220275827,0.03440245148110317,1
2021S05075350411.08,5350411.08,5350411.08,7466.0,4418.0,3605.0,75500.0,66500.0,0.5609756097560976,1530.0,1955.0,700000.0,24000.0,2120.0,2000.0,700000.0,2418.0,846.0,90214.0,0.25766871165644173,752188.0,18840.0,4418.0,846.0,3572.0,-0.16310107078723923,0.27388535031847133,-0.06938159077251964,0.3033068980996559,1
2021S05075350411.09,5350411.09,5350411.09,6093.0,1882.0,1860.0,130000.0,111000.0,0.07795698924731183,1715.0,145.0,1000000.0,28080.0,2060.0,2340.0,1000000.0,6332.0,1853.0,106368.0,0.07277628032345014,719175.0,25740.0,1882.0,1853.0,29.0,0.22217208182912154,0.09090909090909091,0.3904821496854034,0.005180708923861688,1
2021S05075350411.12,5350411.12,5350411.12,5369.0,1583.0,1565.0,138000.0,120000.0,0.09904153354632587,1405.0,155.0,1000000.0,25920.0,1860.0,2160.0,1000000.0,5592.0,1558.0,108928.0,0.04487179487179487,752818.0,19728.0,1583.0,1558.0,25.0,0.2668918918918919,0.31386861313868614,0.3283423084995311,0.054169738674531,1
2021S05075350411.15,5350411.15,5350411.15,4142.0,1415.0,1375.0,118000.0,100000.0,0.14642857142857144,1195.0,205.0,1000000.0,21600.0,1560.0,1800.0,1000000.0,4243.0,1384.0,98714.0,0.06273062730627306,750357.0,18588.0,1415.0,1384.0,31.0,0.1953724902242843,0.1620400258231117,0.3326989686242682,0.08369794412229838,1
2021S05075350411.16,5350411.16,5350411.16,7296.0,2285.0,2230.0,136000.0,115000.0,0.14988814317673377,1900.0,335.0,1200000.0,25200.0,2320.0,2100.0,1200000.0,6414.0,1822.0,120320.0,0.07967032967032966,899150.0,24372.0,2285.0,1822.0,463.0,0.13031914893617022,0.033973412112259974,0.3345937830172941,0.0702178135064041,1
2021S05075350411.17,5350411.17,5350411.17,10136.0,2929.0,2860.0,155000.0,129000.0,0.07530647985989491,2640.0,215.0,1800000.0,38400.0,3320.0,3200.0,1800000.0,7439.0,2092.0,130560.0,0.023923444976076555,1296522.0,31788.0,2929.0,2092.0,837.0,0.1871936274509804,0.20800302000755003,0.3883297005372836,0.05138303488381836,1
2021S05075350411.18,5350411.18,5350411.18,11190.0,3131.0,3080.0,152000.0,127000.0,0.11831442463533225,2720.0,365.0,1300000.0,34080.0,2780.0,2840.0,1300000.0,11132.0,3070.0,119232.0,0.08794788273615635,900028.0,29064.0,3131.0,3070.0,61.0,0.274825550187869,0.17258464079273328,0.4443995075708756,0.030366541899175897,1
2021S05075350411.19,5350411.19,5350411.19,9979.0,3047.0,2970.0,141000.0,118000.0,0.15824915824915825,2500.0,470.0,1500000.0,37200.0,2920.0,3100.0,1500000.0,8657.0,2498.0,115419.0,0.12,1050738.0,33444.0,3047.0,2498.0,549.0,0.22163595248615914,0.11230714029422317,0.4275680521690469,0.038249158249158255,1
2021S05075350411.21,5350411.21,5350411.21,2421.0,660.0,645.0,127000.0,112000.0,0.11764705882352941,600.0,80.0,900000.0,32400.0,2220.0,2700.0,900000.0,2443.0,657.0,97195.0,0.0661764705882353,628016.0,22056.0,660.0,657.0,3.0,0.3066515767271979,0.4689880304678999,0.43308450740108534,0.051470588235294115,0
2021S05075350411.22,5350411.22,5350411.22,5306.0,1597.0,1570.0,130000.0,113000.0,0.12218649517684887,1370.0,190.0,1100000.0,27360.0,1840.0,2280.0,1100000.0,5492.0,1582.0,109312.0,0.10476190476190476,753518.0,20100.0,1597.0,1582.0,15.0,0.18925644028103045,0.3611940298507463,0.459819141679429,0.01742459041494411,1
2021S05075350411.23,5350411.23,5350411.23,4616.0,2136.0,2070.0,81000.0,71500.0,0.2152777777777778,1695.0,465.0,700000.0,23520.0,1640.0,1960.0,700000.0,4587.0,2032.0,65997.0,0.2078239608801956,500547.0,19104.0,2136.0,2032.0,104.0,0.22732851493249692,0.23115577889447236,0.3984700737393292,0.007453816897582177,1
2021S05075350411.24,5350411.24,5350411.24,7363.0,1870.0,1815.0,117000.0,104000.0,0.21703296703296704,1425.0,395.0,1000000.0,19440.0,2300.0,1620.0,1000000.0,7393.0,1791.0,84151.0,0.19273743016759776,697943.0,15000.0,1870.0,1791.0,79.0,0.39035780917636154,0.296,0.432781760115081,0.024295536865369283,1
2021S05075350411.25,5350411.25,5350411.25,3323.0,928.0,920.0,124000.0,108000.0,0.1366120218579235,790.0,125.0,1000000.0,31680.0,2160.0,2640.0,1000000.0,3435.0,911.0,97707.0,0.07692307692307693,680646.0,13176.0,928.0,911.0,17.0,0.26910047386574143,1.4043715846994536,0.46919250241682164,0.05968894493484658,1
2021S05075350411.26,5350411.26,5350411.26,5277.0,1524.0,1510.0,142000.0,122000.0,0.10596026490066225,1350.0,160.0,1000000.0,29280.0,2320.0,2440.0,1000000.0,5377.0,1518.0,110080.0,0.039473684210526314,698520.0,23400.0,1524.0,1518.0,6.0,0.28997093023255816,0.2512820512820513,0.43159823627097293,0.06648658069013594,0
2021S05075350411.27,5350411.27,5350411.27,3945.0,1118.0,1100.0,150000.0,128000.0,0.05092592592592592,1030.0,55.0,1200000.0,30000.0,1860.0,2500.0,1200000.0,4203.0,1113.0,121024.0,0.05701754385964912,801181.0,16176.0,1118.0,1113.0,5.0,0.23942358540454786,0.8545994065281899,0.4977888891523888,-0.0060916179337231965,0
2021S05075350411.28,5350411.28,5350411.28,4985.0,1500.0,1475.0,144000.0,122000.0,0.0821917808219178,1335.0,120.0,1200000.0,32160.0,2400.0,2680.0,1200000.0,5152.0,1469.0,122112.0,0.06756756756756757,901030.0,28176.0,1500.0,1469.0,31.0,0.1792452830188679,0.141396933560477,0.3318091517485544,0.014624213254350232,1
2021S05075350411.29,5350411.29,5350411.29,5793.0,1816.0,1775.0,138000.0,117000.0,0.1532033426183844,1520.0,275.0,1400000.0,23280.0,2520.0,1940.0,1400000.0,5482.0,1556.0,117419.0,0.1262135922330097,1002536.0,13776.0,1816.0,1556.0,260.0,0.1752782769398479,0.6898954703832753,0.3964585810384864,0.026989750385374683,1
2021S05075350411.30,5350411.30,5350411.30,6984.0,2101.0,2075.0,144000.0,124000.0,0.09156626506024096,1890.0,190.0,1300000.0,33840.0,2300.0,2820.0,1300000.0,7289.0,2078.0,123051.0,0.08674698795180723,900287.0,25380.0,2101.0,2078.0,23.0,0.17024648316551674,0.3333333333333333,0.4439839739994024,0.004819277108433731,1
2021S05075350412.01,5350412.01,5350412.01,7278.0,2847.0,2760.0,103000.0,89000.0,0.19927536231884058,2210.0,550.0,1100000.0,22080.0,1590.0,1840.0,1100000.0,6419.0,2246.0,92587.0,0.16258351893095768,801659.0,14400.0,2847.0,2246.0,601.0,0.11246719301845831,0.5333333333333333,0.37215449461678846,0.036691843387882894,1
2021S05075350412.02,5350412.02,5350412.02,10261.0,4499.0,4320.0,87000.0,75000.0,0.2511574074074074,3235.0,1085.0,820000.0,23040.0,1380.0,1920.0,820000.0,8918.0,3613.0,72643.0,0.18005540166204986,598720.0,17472.0,4499.0,3613.0,886.0,0.19763776275759537,0.31868131868131866,0.3695884553714591,0.07110200574535752,1
2021S05075350412.04,5350412.04,5350412.04,4282.0,1419.0,1405.0,123000.0,107000.0,0.07746478873239436,1310.0,110.0,1200000.0,19680.0,960.0,1640.0,1200000.0,4387.0,1410.0,102619.0,0.04693140794223827,802157.0,11556.0,1419.0,1410.0,9.0,0.1986084448299048,0.7030114226375909,0.49596650032350276,0.030533380790156092,0
2021S05075350412.06,5350412.06,5350412.06,3297.0,1183.0,1165.0,106000.0,93000.0,0.0782608695652174,1055.0,90.0,1000000.0,26400.0,880.0,2200.0,1000000.0,3475.0,1186.0,89600.0,0.07818930041152264,698900.0,15636.0,1183.0,1186.0,-3.0,0.18303571428571427,0.6884113584036838,0.43081985977965376,7.15691536947588e-05,0
2021S05075350412.08,5350412.08,5350412.08,2543.0,907.0,890.0,104000.0,92000.0,0.11666666666666667,800.0,105.0,1200000.0,11760.0,920.0,980.0,1200000.0,2624.0,900.0,80512.0,0.1270718232044199,787348.0,7236.0,907.0,900.0,7.0,0.2917329093799682,0.6252072968490879,0.524103700015749,-0.01040515653775323,0
2021S05075350412.10,5350412.10,5350412.10,5691.0,1779.0,1750.0,116000.0,102000.0,0.0893371757925072,1580.0,155.0,1200000.0,22080.0,1090.0,1840.0,1200000.0,5860.0,1765.0,95317.0,0.06837606837606838,752881.0,14988.0,1779.0,1765.0,14.0,0.21699172235802638,0.4731785428342674,0.5938773856691828,0.02096110741643882,1
2021S05075350412.11,5350412.11,5350412.11,4443.0,1336.0,1325.0,140000.0,118000.0,0.045283018867924525,1265.0,60.0,1100000.0,29280.0,1700.0,2440.0,1100000.0,4717.0,1335.0,118485.0,0.06390977443609022,753487.0,24348.0,1336.0,1335.0,1.0,0.18158416677216524,0.20256283883686546,0.4598792016318795,-0.018626755568165697,0
2021S05075350412.12,5350412.12,5350412.12,3922.0,1336.0,1305.0,115000.0,100000.0,0.12643678160919541,1140.0,165.0,980000.0,15720.0,1700.0,1310.0,980000.0,4027.0,1323.0,93147.0,0.11923076923076924,649353.0,10812.0,1336.0,1323.0,13.0,0.2346076631560866,0.45394006659267483,0.5091945367157771,0.007206012378426177,1
2021S05075350412.13,5350412.13,5350412.13,5129.0,2091.0,2000.0,97000.0,84000.0,0.22194513715710723,1560.0,445.0,1200000.0,23520.0,1120.0,1960.0,1200000.0,4065.0,1323.0,99686.0,0.040892193308550186,850296.0,14208.0,2091.0,1323.0,768.0,-0.02694460606303794,0.6554054054054054,0.4112732507268057,0.18105294384855705,1
2021S05075350412.14,5350412.14,5350412.14,3247.0,1017.0,1005.0,180000.0,147000.0,0.02,980.0,20.0,1800000.0,21552.0,1410.0,,1800000.0,3400.0,1004.0,155648.0,0.014778325123152709,1055648.0,0.0,1017.0,1004.0,13.0,0.15645559210526316,21552.0,0.7051138258207281,0.005221674876847292,1
2021S05075350412.15,5350412.15,5350412.15,5689.0,2043.0,1975.0,134000.0,114000.0,0.0759493670886076,1830.0,150.0,1510000.0,25200.0,1350.0,2100.0,1510000.0,5456.0,1814.0,126464.0,0.06906077348066299,1001501.0,17952.0,2043.0,1814.0,229.0,0.059590080971659916,0.4037433155080214,0.507736886932714,0.00688859360794461,1
