ctuid,ct_code,GEO_NAME,population_2021,total_private_dwellings,total_households,median_household_income,median_aftertax_income,renter_share,owner_households,renter_households,home_price,annual_rent,median_monthly_shelter_owned,median_monthly_shelter_rented,median_dwelling_value,population_2016,occupied_dwellings_2016,median_household_income_2016,renter_share_2016,home_price_2016,annual_rent_2016,units_2021,units_2016,delta_units,income_growth,rent_growth,home_price_growth,renter_share_change,dev_occurred
2021S05075350221.02,5350221.02,5350221.02,5269.0,2169.0,2060.0,81000.0,72500.0,0.6319612590799032,765.0,1305.0,800000.0,18480.0,1840.0,1540.0,800000.0,5202.0,2064.0,61376.0,0.6924939467312349,647332.0,15036.0,2169.0,2064.0,105.0,0.31973409801876956,0.22905027932960895,0.23584188638905537,-0.060532687651331685,1
2021S05075350222.01,5350222.01,5350222.01,7105.0,2907.0,2795.0,99000.0,86000.0,0.24598930481283424,2120.0,690.0,700000.0,22320.0,1860.0,1860.0,700000.0,6699.0,2557.0,81131.0,0.2465753424657534,528211.0,17352.0,2907.0,2557.0,350.0,0.22024873352972354,0.2863070539419087,0.3252279865432564,-0.0005860376529191746,1
2021S05075350222.02,5350222.02,5350222.02,4985.0,1851.0,1740.0,87000.0,77500.0,0.5014409221902018,860.0,870.0,1350000.0,15960.0,1160.0,1330.0,1350000.0,5141.0,1782.0,62848.0,0.5182072829131653,850320.0,13440.0,1851.0,1782.0,69.0,0.38429226069246436,0.1875,0.5876375952582558,-0.016766360722963558,1
2021S05075350223.01,5350223.01,5350223.01,1522.0,545.0,525.0,160000.0,133000.0,0.06542056074766354,495.0,35.0,1500000.0,36000.0,1210.0,3000.0,1500000.0,1522.0,530.0,133461.0,0.08490566037735849,999702.0,27324.0,545.0,530.0,15.0,0.1988520991150973,0.31752305665349145,0.5004471332457072,-0.01948509962969494,1
2021S05075350223.02,5350223.02,5350223.02,2180.0,793.0,765.0,147000.0,126000.0,0.10526315789473684,680.0,80.0,1300000.0,24000.0,1290.0,2000.0,1300000.0,2136.0,771.0,117675.0,0.13725490196078433,898629.0,18012.0,793.0,771.0,22.0,0.24920331421287445,0.3324450366422385,0.446648171826193,-0.03199174406604749,1
2021S05075350224.00,5350224.00,5350224.00,1650.0,581.0,565.0,190000.0,154000.0,0.05217391304347826,540.0,30.0,1900000.0,16680.0,1560.0,1390.0,1900000.0,1696.0,573.0,175616.0,0.04424778761061947,1296649.0,0.0,581.0,573.0,8.0,0.08190597667638484,16680.0,0.46531559427416364,0.00792612543285879,1
2021S05075350225.01,5350225.01,5350225.01,5209.0,2597.0,2470.0,93000.0,80000.0,0.4444444444444444,1380.0,1100.0,1000000.0,18960.0,1340.0,1580.0,1000000.0,4981.0,2316.0,76288.0,0.47629310344827586,699892.0,15432.0,2597.0,2316.0,281.0,0.21906459731543623,0.2286158631415241,0.4287918707457722,-0.03184865900383144,1
2021S05075350225.02,5350225.02,5350225.02,10827.0,5846.0,5430.0,72000.0,62800.0,0.7403314917127072,1415.0,4020.0,540000.0,19920.0,1840.0,1660.0,540000.0,9706.0,4859.0,54144.0,0.757201646090535,309607.0,15444.0,5846.0,4859.0,987.0,0.32978723404255317,0.2898212898212898,0.7441466116722167,-0.016870154377827795,1
2021S05075350226.00,5350226.00,5350226.00,2813.0,1025.0,1005.0,196000.0,157000.0,0.08629441624365482,905.0,85.0,1800000.0,22560.0,1340.0,1880.0,1800000.0,3167.0,1212.0,146773.0,0.09829059829059829,1002526.0,22788.0,1025.0,1212.0,-187.0,0.3353954746445191,-0.010005265929436546,0.7954646562782411,-0.011996182046943471,0
2021S05075350227.00,5350227.00,5350227.00,1752.0,678.0,650.0,228000.0,178000.0,0.12030075187969924,575.0,80.0,2200000.0,15240.0,1700.0,1270.0,2200000.0,1750.0,626.0,197632.0,0.1640625,1503438.0,15372.0,678.0,626.0,52.0,0.15365932642487046,-0.00858704137392662,0.46331275383487713,-0.04376174812030076,1
2021S05075350228.00,5350228.00,5350228.00,3144.0,1522.0,1430.0,142000.0,115000.0,0.32280701754385965,960.0,460.0,1760000.0,31200.0,2000.0,2600.0,1760000.0,3131.0,1362.0,126362.0,0.296028880866426,1002892.0,22752.0,1522.0,1362.0,160.0,0.12375555942451054,0.37130801687763715,0.7549247576010178,0.026778136677433673,1
2021S05075350229.00,5350229.00,5350229.00,1226.0,396.0,390.0,258000.0,194000.0,0.0625,375.0,25.0,2300000.0,21552.0,2140.0,,2300000.0,1223.0,384.0,204288.0,0.07692307692307693,1505328.0,0.0,396.0,384.0,12.0,0.2629229323308271,21552.0,0.5279062104737307,-0.014423076923076927,1
2021S05075350230.01,5350230.01,5350230.01,2649.0,1297.0,1140.0,101000.0,84000.0,0.3811659192825112,685.0,425.0,2000000.0,19680.0,1980.0,1640.0,2000000.0,2537.0,1082.0,88832.0,0.37089201877934275,1249662.0,17292.0,1297.0,1082.0,215.0,0.13697766570605188,0.13809854267869534,0.6004327570174975,0.010273900503168454,1
2021S05075350230.02,5350230.02,5350230.02,6558.0,2784.0,2675.0,85000.0,75500.0,0.512014787430684,1315.0,1385.0,820000.0,18840.0,1270.0,1570.0,820000.0,6537.0,2606.0,69073.0,0.517175572519084,598691.0,16056.0,2784.0,2606.0,178.0,0.2305821377383348,0.17339312406576982,0.3696547968818639,-0.005160785088400011,1
2021S05075350231.00,5350231.00,5350231.00,6273.0,2559.0,2470.0,129000.0,107000.0,0.3724696356275304,1550.0,920.0,2000000.0,15600.0,1620.0,1300.0,2000000.0,6461.0,2566.0,106394.0,0.38715953307393,1393451.0,13068.0,2559.0,2566.0,-7.0,0.2124743876534391,0.19375573921028466,0.4352854890484129,-0.014689897446399591,0
2021S05075350232.00,5350232.00,5350232.00,3820.0,1341.0,1320.0,208000.0,166000.0,0.054474708171206226,1220.0,70.0,2000000.0,19200.0,1600.0,1600.0,2000000.0,3825.0,1306.0,184661.0,0.06538461538461539,1393042.0,17472.0,1341.0,1306.0,35.0,0.12638835487731573,0.0989010989010989,0.4357068918237928,-0.010909907213409162,1
2021S05075350233.00,5350233.00,5350233.00,5707.0,2079.0,2015.0,131000.0,110000.0,0.2426470588235294,1550.0,495.0,1400000.0,18960.0,1200.0,1580.0,1400000.0,5530.0,1982.0,105600.0,0.24310776942355888,898004.0,15672.0,2079.0,1982.0,97.0,0.24053030303030304,0.20980091883614088,0.5590131001643646,-0.0004607106000294736,1
2021S05075350234.00,5350234.00,5350234.00,4531.0,1642.0,1595.0,120000.0,102000.0,0.17981072555205047,1305.0,285.0,1100000.0,14520.0,1490.0,1210.0,1100000.0,4524.0,1600.0,100147.0,0.17777777777777778,751845.0,12048.0,1642.0,1600.0,42.0,0.19823858927376756,0.2051792828685259,0.46306752056607414,0.002032947774272681,1
2021S05075350235.01,5350235.01,5350235.01,2902.0,1042.0,1015.0,129000.0,109000.0,0.06091370558375635,920.0,60.0,1000000.0,19200.0,1450.0,1600.0,1000000.0,2841.0,997.0,103040.0,0.06565656565656566,649618.0,18216.0,1042.0,997.0,45.0,0.2519409937888199,0.05401844532279315,0.5393662121431364,-0.004742860072809316,1
2021S05075350235.02,5350235.02,5350235.02,5166.0,2041.0,1995.0,94000.0,83000.0,0.195,1605.0,390.0,715000.0,17640.0,1110.0,1470.0,715000.0,5277.0,2010.0,77120.0,0.16953316953316952,500886.0,14808.0,2041.0,2010.0,31.0,0.21887966804979253,0.1912479740680713,0.4274705222346003,0.025466830466830487,1
2021S05075350236.01,5350236.01,5350236.01,6949.0,2750.0,2665.0,86000.0,76500.0,0.2926829268292683,1885.0,780.0,600000.0,18000.0,1570.0,1500.0,600000.0,6646.0,2519.0,66270.0,0.29563492063492064,300679.0,15396.0,2750.0,2519.0,231.0,0.2977214425833711,0.1691348402182385,0.9954835555525993,-0.0029519938056523642,1
2021S05075350236.02,5350236.02,5350236.02,5902.0,2282.0,2240.0,106000.0,91000.0,0.16263736263736264,1900.0,370.0,900000.0,19200.0,1210.0,1600.0,900000.0,5946.0,2256.0,88804.0,0.16114790286975716,602006.0,16584.0,2282.0,2256.0,26.0,0.19363992612945363,0.1577424023154848,0.49500171094640255,0.0014894597676054777,1
2021S05075350237.01,5350237.01,5350237.01,6641.0,2463.0,2380.0,74000.0,67500.0,0.5798319327731093,1005.0,1380.0,800000.0,14880.0,1320.0,1240.0,800000.0,6816.0,2410.0,56235.0,0.5850622406639004,501643.0,12252.0,2463.0,2410.0,53.0,0.31590646394594113,0.21449559255631734,0.5947596198890446,-0.005230307890791153,1
2021S05075350237.02,5350237.02,5350237.02,3003.0,1064.0,1040.0,110000.0,95000.0,0.19047619047619047,845.0,200.0,1000000.0,15840.0,1320.0,1320.0,1000000.0,2986.0,1061.0,81856.0,0.1822429906542056,648299.0,12372.0,1064.0,1061.0,3.0,0.3438232994526974,0.28031037827352084,0.5424981374334991,0.008233199821984866,0
2021S05075350237.03,5350237.03,5350237.03,5935.0,2725.0,2630.0,78500.0,69500.0,0.7180952380952381,740.0,1885.0,1000000.0,18960.0,1920.0,1580.0,1000000.0,5638.0,2544.0,63027.0,0.7529644268774703,648360.0,16368.0,2725.0,2544.0,181.0,0.24549796119123551,0.15835777126099707,0.5423530137577889,-0.03486918878223222,1
2021S05075350238.01,5350238.01,5350238.01,3500.0,1327.0,1300.0,130000.0,109000.0,0.2918287937743191,905.0,375.0,1390000.0,21360.0,1010.0,1780.0,1390000.0,3350.0,1231.0,107072.0,0.288,899121.0,17352.0,1327.0,1231.0,96.0,0.21413628212791394,0.23098201936376211,0.5459543265033293,0.003828793774319106,1
2021S05075350238.02,5350238.02,5350238.02,5306.0,2073.0,1960.0,83000.0,74500.0,0.4605911330049261,1095.0,935.0,900000.0,16200.0,1350.0,1350.0,900000.0,5244.0,1953.0,65088.0,0.49122807017543857,649548.0,13692.0,2073.0,1953.0,120.0,0.275196656833825,0.1831726555652936,0.3855788948622735,-0.030636937170512468,1
2021S05075350239.00,5350239.00,5350239.00,6715.0,2511.0,2400.0,84000.0,75000.0,0.5536480686695279,1045.0,1290.0,1000000.0,17400.0,1060.0,1450.0,1000000.0,6481.0,2383.0,64896.0,0.5671641791044776,697386.0,14712.0,2511.0,2383.0,128.0,0.2943786982248521,0.18270799347471453,0.433926118390676,-0.013516110434949713,1
2021S05075350240.01,5350240.01,5350240.01,3377.0,1282.0,1240.0,133000.0,113000.0,0.06772908366533864,1175.0,85.0,1200000.0,21840.0,860.0,1820.0,1200000.0,3366.0,1263.0,108672.0,0.04417670682730924,799975.0,20424.0,1282.0,1263.0,19.0,0.22386631330977622,0.06933019976498238,0.5000468764648895,0.023552376838029403,1
2021S05075350240.02,5350240.02,5350240.02,6089.0,2614.0,2545.0,78000.0,68500.0,0.4682080924855491,1380.0,1215.0,750000.0,18000.0,1200.0,1500.0,750000.0,6043.0,2558.0,63983.0,0.47297297297297297,474952.0,16176.0,2614.0,2558.0,56.0,0.21907381648250315,0.11275964391691394,0.5791069413330189,-0.00476488048742385,1
2021S05075350241.00,5350241.00,5350241.00,2772.0,1035.0,990.0,120000.0,103000.0,0.13333333333333333,845.0,130.0,1200000.0,25680.0,1170.0,2140.0,1200000.0,3231.0,1003.0,99994.0,0.07035175879396985,752292.0,12108.0,1035.0,1003.0,32.0,0.2000720043202592,1.1209117938553024,0.5951252970920866,0.06298157453936348,1
2021S05075350242.00,5350242.00,5350242.00,1566.0,608.0,580.0,72000.0,67500.0,0.5092592592592593,265.0,275.0,1000000.0,9540.0,920.0,795.0,1000000.0,1674.0,575.0,53888.0,0.5909090909090909,700283.0,7680.0,608.0,575.0,33.0,0.336104513064133,0.2421875,0.42799411095228646,-0.08164983164983164,1
2021S05075350243.01,5350243.01,5350243.01,6212.0,2233.0,2115.0,71500.0,66000.0,0.3744075829383886,1325.0,790.0,400000.0,19200.0,1420.0,1600.0,400000.0,6658.0,2142.0,51371.0,0.3644859813084112,160436.0,14448.0,2233.0,2142.0,91.0,0.3918358606996165,0.3289036544850498,1.4932060136129048,0.009921601629977406,1
2021S05075350243.02,5350243.02,5350243.02,3793.0,1346.0,1310.0,79500.0,73500.0,0.49809885931558934,665.0,655.0,1000000.0,18000.0,990.0,1500.0,1000000.0,3617.0,1304.0,62635.0,0.4942528735632184,697486.0,15444.0,1346.0,1304.0,42.0,0.2692584018519997,0.1655011655011655,0.43372053345873607,0.0038459857523709395,1
2021S05075350244.01,5350244.01,5350244.01,3663.0,1308.0,1265.0,93000.0,83000.0,0.3176470588235294,865.0,405.0,900000.0,16200.0,1560.0,1350.0,900000.0,5677.0,1945.0,65067.0,0.3316062176165803,450427.0,15024.0,1308.0,1945.0,-637.0,0.4292959564756328,0.07827476038338659,0.9981040212953486,-0.01395915879305093,0
2021S05075350244.02,5350244.02,5350244.02,5703.0,1989.0,1930.0,75000.0,69000.0,0.5324675324675324,900.0,1025.0,448000.0,15960.0,1620.0,1330.0,448000.0,3779.0,1274.0,51200.0,0.640926640926641,500645.0,14148.0,1989.0,1274.0,715.0,0.46484375,0.1280746395250212,-0.10515435088735531,-0.10845910845910856,1
2021S05075350245.00,5350245.00,5350245.00,7033.0,2811.0,2680.0,73500.0,67500.0,0.5609756097560976,1180.0,1495.0,850000.0,14520.0,1490.0,1210.0,850000.0,6934.0,2567.0,58918.0,0.5077220077220077,527054.0,12588.0,2811.0,2567.0,244.0,0.24749652058793578,0.1534795042897998,0.612737973718063,0.05325360203408991,1
2021S05075350246.00,5350246.00,5350246.00,3345.0,1312.0,1260.0,85000.0,75500.0,0.36470588235294116,810.0,465.0,900000.0,12600.0,1430.0,1050.0,900000.0,3595.0,1279.0,74624.0,0.296,572570.0,9732.0,1312.0,1279.0,33.0,0.13904373927958832,0.29469790382244143,0.5718602092320589,0.06870588235294117,1
2021S05075350247.01,5350247.01,5350247.01,9027.0,3172.0,3010.0,88000.0,77500.0,0.36046511627906974,1925.0,1085.0,800000.0,18480.0,1590.0,1540.0,800000.0,8727.0,2748.0,73045.0,0.32786885245901637,501582.0,13740.0,3172.0,2748.0,424.0,0.2047368060784448,0.34497816593886466,0.5949535669142832,0.03259626382005337,1
2021S05075350247.02,5350247.02,5350247.02,7213.0,2535.0,2435.0,94000.0,84000.0,0.2792607802874743,1755.0,680.0,900000.0,14520.0,1780.0,1210.0,900000.0,7167.0,2385.0,72747.0,0.2830188679245283,550989.0,12840.0,2535.0,2385.0,150.0,0.2921495044469188,0.1308411214953271,0.6334264386403359,-0.003758087637053986,1
2021S05075350248.02,5350248.02,5350248.02,5538.0,1840.0,1775.0,62000.0,59600.0,0.6507042253521127,620.0,1155.0,695000.0,7200.0,1700.0,600.0,695000.0,5671.0,1784.0,42336.0,0.6890756302521008,400316.0,6192.0,1840.0,1784.0,56.0,0.46447467876039306,0.16279069767441862,0.736128458517771,-0.03837140489998814,1
2021S05075350248.03,5350248.03,5350248.03,2651.0,791.0,770.0,99000.0,91000.0,0.1910828025477707,635.0,150.0,700000.0,18000.0,1660.0,1500.0,700000.0,2619.0,754.0,72448.0,0.2229299363057325,399857.0,9636.0,791.0,754.0,37.0,0.36649734982332155,0.8679950186799502,0.7506258487409249,-0.031847133757961776,1
2021S05075350248.04,5350248.04,5350248.04,4945.0,1677.0,1575.0,88000.0,80000.0,0.4952681388012618,795.0,785.0,830000.0,15720.0,1330.0,1310.0,830000.0,4771.0,1496.0,65280.0,0.44816053511705684,500547.0,13776.0,1677.0,1496.0,181.0,0.3480392156862745,0.14111498257839722,0.6581859445766332,0.04710760368420497,1
2021S05075350248.05,5350248.05,5350248.05,4285.0,1389.0,1320.0,89000.0,81000.0,0.3204633204633205,880.0,415.0,800000.0,10800.0,1640.0,900.0,800000.0,4332.0,1310.0,62976.0,0.2980392156862745,480966.0,9588.0,1389.0,1310.0,79.0,0.41323678861788615,0.12640801001251564,0.6633192367028022,0.022424104777045983,1
2021S05075350249.01,5350249.01,5350249.01,4598.0,1422.0,1350.0,102000.0,89000.0,0.15613382899628253,1135.0,210.0,900000.0,12000.0,1450.0,1000.0,900000.0,4650.0,1341.0,79573.0,0.1297709923664122,529045.0,10188.0,1422.0,1341.0,81.0,0.2818418307717442,0.17785630153121318,0.7011785386876352,0.026362836629870323,1
2021S05075350249.03,5350249.03,5350249.03,5569.0,1671.0,1590.0,97000.0,88000.0,0.36477987421383645,1010.0,580.0,800000.0,19440.0,1780.0,1620.0,800000.0,5696.0,1592.0,73318.0,0.29874213836477986,500701.0,15612.0,1671.0,1592.0,79.0,0.3230039008156251,0.24519600307455802,0.5977599405633303,0.06603773584905659,1
2021S05075350249.04,5350249.04,5350249.04,2709.0,863.0,810.0,93000.0,84000.0,0.21604938271604937,635.0,175.0,900000.0,16920.0,1490.0,1410.0,900000.0,3344.0,952.0,66458.0,0.32653061224489793,550013.0,14460.0,863.0,952.0,-89.0,0.39938005958650574,0.17012448132780084,0.6363249595918642,-0.11048122952884856,0
2021S05075350249.05,5350249.05,5350249.05,5606.0,1705.0,1620.0,72500.0,68000.0,0.7623456790123457,385.0,1235.0,520000.0,16200.0,1700.0,1350.0,520000.0,5476.0,1534.0,52437.0,0.7231270358306189,250333.0,13272.0,1705.0,1534.0,171.0,0.3826115147701051,0.2206148282097649,1.0772331254768648,0.03921864318172685,1
2021S05075350250.01,5350250.01,5350250.01,5047.0,1613.0,1495.0,87000.0,79000.0,0.3771043771043771,935.0,560.0,900000.0,16440.0,1500.0,1370.0,900000.0,5432.0,1545.0,64928.0,0.35714285714285715,549682.0,13212.0,1613.0,1545.0,68.0,0.33994578610152787,0.24432334241598547,0.6373102994094767,0.019961519961519958,1
2021S05075350250.02,5350250.02,5350250.02,4958.0,1825.0,1745.0,85000.0,76000.0,0.3789173789173789,1095.0,665.0,950000.0,14280.0,1560.0,1190.0,950000.0,4928.0,1735.0,66112.0,0.3994252873563218,582566.0,13200.0,1825.0,1735.0,90.0,0.2856969990319458,0.08181818181818182,0.6307165196733074,-0.0205079084389429,1
2021S05075350250.04,5350250.04,5350250.04,5939.0,2077.0,1985.0,75500.0,70000.0,0.5954198473282443,795.0,1170.0,500000.0,17160.0,1680.0,1430.0,500000.0,6206.0,1994.0,52882.0,0.6212121212121212,210516.0,14340.0,2077.0,1994.0,83.0,0.42770697023561893,0.19665271966527198,1.3751163807026545,-0.02579227388387695,1
2021S05075350250.05,5350250.05,5350250.05,7031.0,2283.0,2200.0,74000.0,68500.0,0.5914221218961625,910.0,1310.0,500000.0,17760.0,1660.0,1480.0,500000.0,7607.0,2270.0,54674.0,0.6105032822757112,210827.0,15072.0,2283.0,2270.0,13.0,0.3534769726012364,0.17834394904458598,1.3716127440982417,-0.019081160379548656,1
2021S05075350260.01,5350260.01,5350260.01,6590.0,2432.0,2345.0,74000.0,67500.0,0.22077922077922077,1795.0,510.0,440000.0,19200.0,1410.0,1600.0,440000.0,6748.0,2398.0,56320.0,0.21473684210526317,200531.0,14436.0,2432.0,2398.0,34.0,0.31392045454545453,0.33000831255195345,1.1941744667906709,0.006042378673957599,1
2021S05075350260.04,5350260.04,5350260.04,3879.0,1499.0,1380.0,62400.0,59200.0,0.9819494584837545,30.0,1360.0,762560.0,15960.0,1050.0,1330.0,,4147.0,1480.0,40038.0,1.0,0.0,13848.0,1499.0,1480.0,19.0,0.5585194065637644,0.15251299826689774,762560.0,-0.018050541516245522,1
2021S05075350260.05,5350260.05,5350260.05,4139.0,1387.0,1330.0,55200.0,52800.0,0.9809885931558935,25.0,1290.0,770112.0,14400.0,,1200.0,,4020.0,1332.0,33331.0,0.9776951672862454,0.0,12072.0,1387.0,1332.0,55.0,0.656115928114968,0.19284294234592445,770112.0,0.0032934258696480923,1
2021S05075350260.06,5350260.06,5350260.06,4354.0,1784.0,1645.0,75500.0,68500.0,0.6948640483383686,505.0,1150.0,620000.0,16080.0,1960.0,1340.0,620000.0,3348.0,1116.0,54989.0,0.7224669603524229,501551.0,12756.0,1784.0,1116.0,668.0,0.3730018731018931,0.2605832549388523,0.23616541488303283,-0.027602912014054293,1
2021S05075350260.07,5350260.07,5350260.07,3591.0,1530.0,1485.0,81000.0,72500.0,0.21241830065359477,1205.0,325.0,528000.0,21120.0,1450.0,1760.0,528000.0,3670.0,1504.0,64307.0,0.15737704918032788,280356.0,16812.0,1530.0,1504.0,26.0,0.25958293809383115,0.25624553890078516,0.8833197791379531,0.05504125147326688,1
2021S05075350261.00,5350261.00,5350261.00,5547.0,2301.0,2205.0,60800.0,56400.0,0.4512471655328798,1215.0,995.0,500000.0,6480.0,1450.0,540.0,500000.0,5501.0,2194.0,44331.0,0.44419134396355353,299894.0,5784.0,2301.0,2194.0,107.0,0.3715007556788703,0.12033195020746888,0.6672557637031751,0.0070558215693262705,1
2021S05075350262.01,5350262.01,5350262.01,5848.0,2756.0,2645.0,67500.0,60400.0,0.6697936210131332,880.0,1785.0,650000.0,16200.0,1240.0,1350.0,650000.0,5736.0,2728.0,53013.0,0.6624087591240876,400292.0,13212.0,2756.0,2728.0,28.0,0.27327259351479827,0.22615803814713897,0.6238146153308085,0.007384861889045635,1
2021S05075350262.02,5350262.02,5350262.02,6252.0,2519.0,2425.0,75000.0,68000.0,0.6237006237006237,905.0,1500.0,1200000.0,15600.0,1010.0,1300.0,1200000.0,6273.0,2490.0,56934.0,0.6277665995975855,799846.0,13380.0,2519.0,2490.0,29.0,0.3173147855411529,0.16591928251121077,0.500288805595077,-0.004065975896961782,1
2021S05075350263.02,5350263.02,5350263.02,3873.0,1963.0,1865.0,90000.0,77500.0,0.3116531165311653,1275.0,575.0,800000.0,21600.0,1620.0,1800.0,800000.0,3471.0,1629.0,75232.0,0.30952380952380953,599224.0,15036.0,1963.0,1629.0,334.0,0.19629944704381114,0.43655227454110135,0.3350600109474921,0.002129307007355752,1
2021S05075350263.03,5350263.03,5350263.03,4635.0,2192.0,2090.0,80000.0,70500.0,0.60431654676259,835.0,1260.0,1000000.0,15480.0,1920.0,1290.0,1000000.0,4906.0,2060.0,65280.0,0.5965770171149144,799199.0,13596.0,2192.0,2060.0,132.0,0.22549019607843138,0.13857016769638128,0.251252816882904,0.007739529647675547,1
2021S05075350263.04,5350263.04,5350263.04,6464.0,3614.0,3405.0,76000.0,66000.0,0.5722627737226277,1465.0,1960.0,600000.0,19920.0,1590.0,1660.0,600000.0,6531.0,3536.0,64981.0,0.5628571428571428,379589.0,16704.0,3614.0,3536.0,78.0,0.1695726443114141,0.1925287356321839,0.5806569737268467,0.009405630865484849,1
2021S05075350264.00,5350264.00,5350264.00,1260.0,470.0,415.0,226000.0,168000.0,0.11764705882352941,375.0,50.0,5000000.0,60960.0,3960.0,5080.0,5000000.0,1301.0,435.0,235776.0,0.05813953488372093,3002816.0,0.0,470.0,435.0,35.0,-0.04146308360477741,60960.0,0.6651036893369424,0.05950752393980848,1
2021S05075350265.00,5350265.00,5350265.00,5555.0,1889.0,1800.0,204000.0,160000.0,0.1349862258953168,1570.0,245.0,2500000.0,36000.0,2740.0,3000.0,2500000.0,4756.0,1742.0,198656.0,0.11014492753623188,1703562.0,26916.0,1889.0,1742.0,147.0,0.02690077319587629,0.3374944271065537,0.46751336317668507,0.024841298359084926,1
2021S05075350266.00,5350266.00,5350266.00,3094.0,1159.0,1085.0,248000.0,184000.0,0.08490566037735849,970.0,90.0,4000000.0,34800.0,2900.0,2900.0,4000000.0,3209.0,1064.0,237568.0,0.07373271889400922,2503477.0,20172.0,1159.0,1064.0,95.0,0.04391163793103448,0.7251635930993456,0.5977778106209883,0.011172941483349269,1
2021S05075350267.00,5350267.00,5350267.00,6042.0,2117.0,2035.0,157000.0,129000.0,0.16911764705882354,1695.0,345.0,2700000.0,20880.0,2120.0,1740.0,2700000.0,6368.0,2062.0,152064.0,0.15738498789346247,2001771.0,18336.0,2117.0,2062.0,55.0,0.032460016835016835,0.1387434554973822,0.3488056326123218,0.011732659165361065,1
2021S05075350268.00,5350268.00,5350268.00,6458.0,2935.0,2825.0,96000.0,83000.0,0.2765957446808511,2035.0,780.0,1200000.0,16200.0,1330.0,1350.0,1200000.0,6419.0,2837.0,81095.0,0.24647887323943662,898276.0,13932.0,2935.0,2837.0,98.0,0.18379678155250015,0.16279069767441862,0.33589230926797553,0.03011687144141445,1
2021S05075350269.01,5350269.01,5350269.01,5284.0,2360.0,2220.0,72500.0,65500.0,0.852017937219731,330.0,1900.0,600000.0,19440.0,1960.0,1620.0,600000.0,5056.0,2081.0,49390.0,0.8701923076923077,340342.0,15636.0,2360.0,2081.0,279.0,0.46790848349868397,0.24328472755180353,0.7629325795817149,-0.01817437047257675,1
2021S05075350269.02,5350269.02,5350269.02,2562.0,947.0,905.0,139000.0,118000.0,0.09944751381215469,805.0,90.0,1500000.0,30720.0,2020.0,2560.0,1500000.0,2569.0,923.0,122304.0,0.07065217391304347,1003057.0,27480.0,947.0,923.0,24.0,0.13651229722658295,0.11790393013100436,0.495428475151462,0.02879533989911122,1
2021S05075350270.01,5350270.01,5350270.01,4763.0,1965.0,1880.0,85000.0,76000.0,0.648,660.0,1215.0,1000000.0,18840.0,1220.0,1570.0,1000000.0,4980.0,1953.0,66158.0,0.6435897435897436,699890.0,15072.0,1965.0,1953.0,12.0,0.28480304725052147,0.25,0.4287959536498593,0.004410256410256386,1
2021S05075350270.02,5350270.02,5350270.02,4263.0,1632.0,1555.0,92000.0,80000.0,0.7307692307692307,420.0,1140.0,1500000.0,21360.0,1290.0,1780.0,1500000.0,4264.0,1611.0,71083.0,0.7422360248447205,949796.0,17364.0,1632.0,1611.0,21.0,0.2942616378036943,0.23013130615065652,0.5792864994167168,-0.011466794075489783,1
2021S05075350271.01,5350271.01,5350271.01,2394.0,906.0,880.0,109000.0,95000.0,0.24293785310734464,665.0,215.0,1000000.0,17400.0,1380.0,1450.0,1000000.0,2429.0,893.0,99413.0,0.18888888888888888,892457.0,13980.0,906.0,893.0,13.0,0.09643607978835766,0.2446351931330472,0.12050216424993025,0.05404896421845576,1
2021S05075350271.02,5350271.02,5350271.02,4724.0,1767.0,1710.0,84000.0,76000.0,0.7126099706744868,490.0,1215.0,1500000.0,17400.0,1180.0,1450.0,1500000.0,4815.0,1749.0,65408.0,0.7220630372492837,1003369.0,14808.0,1767.0,1749.0,18.0,0.2842465753424658,0.17504051863857376,0.4949634680760518,-0.009453066574796831,1
2021S05075350272.01,5350272.01,5350272.01,5945.0,2414.0,2320.0,71500.0,65500.0,0.8698481561822126,300.0,2005.0,850000.0,15600.0,1380.0,1300.0,850000.0,5987.0,2342.0,50916.0,0.8648068669527897,599956.0,13752.0,2414.0,2342.0,72.0,0.4042737057113677,0.1343804537521815,0.4167705631746328,0.005041289229422818,1
2021S05075350272.02,5350272.02,5350272.02,4623.0,1789.0,1725.0,90000.0,80000.0,0.16954022988505746,1445.0,295.0,800000.0,17640.0,1420.0,1470.0,800000.0,4705.0,1763.0,73429.0,0.14084507042253522,500910.0,13908.0,1789.0,1763.0,26.0,0.22567378011412384,0.26833477135461603,0.5970932902118145,0.02869515946252224,1
2021S05075350273.01,5350273.01,5350273.01,3703.0,1316.0,1245.0,151000.0,123000.0,0.19753086419753085,970.0,240.0,2500000.0,26880.0,2120.0,2240.0,2500000.0,4014.0,1231.0,138342.0,0.18218623481781376,1505928.0,21408.0,1316.0,1231.0,85.0,0.09149788206040103,0.2556053811659193,0.6601059280390563,0.01534462937971709,1
2021S05075350273.02,5350273.02,5350273.02,4032.0,1528.0,1460.0,130000.0,108000.0,0.3187919463087248,1015.0,475.0,2300000.0,21360.0,1880.0,1780.0,2300000.0,4160.0,1477.0,108416.0,0.29152542372881357,1648650.0,19788.0,1528.0,1477.0,51.0,0.19908500590318773,0.07944208611279563,0.39508082370424286,0.027266522579911245,1
